short_name,club_name,player_name,club_involved_name,fee_cleaned,league_name,year,age,position,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
L. Bridcutt,Sunderland AFC,Liam Bridcutt,Leeds,1.04,Premier League,2016,31.0,Midfielder,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
J. Lens,Sunderland AFC,Jeremain Lens,Fenerbahce,0.9,Premier League,2016,33.0,Midfielder,1295.0,620.0,675.0,Netherlands,20.0,10.0,10.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,25.0,8.0,17.0,5.0,1.0,0.42,0.21,0.21,0.15,0.27,432.0,1.74,52.0,65.0,259.0,432.0,0.35,94.0,49.0,-1.0,6.0
S. Vergini,Sunderland AFC,Santiago Vergini,Boca Juniors,0.81,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Reach,Middlesbrough FC,Adam Reach,Sheff Wed,5.31,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Adomah,Middlesbrough FC,Albert Adomah,Aston Villa,3.15,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Diame,Hull City,Mohamed Diame,Newcastle,4.86,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Schlupp,Leicester City,Jeffrey Schlupp,Crystal Palace,12.42,Premier League,2016,28.0,Defender,1382.0,730.0,652.0,Ghana,24.0,13.0,11.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,4.0,3.0,23.0,12.0,11.0,4.0,0.0,0.2,0.13,0.07,0.0,0.14,1382.0,1.5,60.0,58.0,346.0,691.0,0.26,198.0,104.0,134.0,12.0
L. Hernández,Leicester City,Luis Hernández,Málaga CF,1.8,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Carroll,Tottenham Hotspur,Tom Carroll,Swansea,4.68,Premier League,2016,28.0,Midfielder,503.0,209.0,294.0,England,19.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,7.0,0.0,7.0,3.0,0.0,0.18,0.0,0.18,0.43,0.0,503.0,1.25,72.0,26.0,168.0,0.0,0.54,103.0,287.0,-1.0,14.0
S. Jovetic,Manchester City,Stevan Jovetic,Inter,12.15,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Rulli,Manchester City,Gero Rulli,Real Sociedad,6.3,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Schneiderlin,Manchester United,Morgan Schneiderlin,Everton,20.7,Premier League,2016,31.0,Midfielder,2205.0,1142.0,1063.0,France,29.0,14.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,6.0,19.0,5.0,14.0,3.0,0.0,0.04,0.0,0.04,0.0,0.08,2205.0,0.78,116.0,76.0,735.0,0.0,0.12,230.0,303.0,-1.0,8.0
M. Depay,Manchester United,Memphis Depay,Olympique Lyon,14.4,Premier League,2016,27.0,Forward,1477.0,727.0,750.0,Netherlands,29.0,14.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,3.0,18.0,4.0,14.0,2.0,0.0,0.12,0.0,0.12,0.12,0.12,739.0,1.1,82.0,51.0,739.0,0.0,0.12,147.0,301.0,-1.0,7.0
J. Fonte,Southampton FC,José Fonte,West Ham,8.28,Premier League,2016,37.0,Defender,3169.0,1655.0,1514.0,Portugal,37.0,19.0,18.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,6.0,6.0,36.0,20.0,16.0,5.0,1.0,0.09,0.03,0.06,0.11,0.0,1585.0,1.02,88.0,86.0,528.0,3169.0,0.17,212.0,245.0,48.0,7.0
D. Payet,West Ham United,Dimitri Payet,Marseille,26.37,Premier League,2016,33.0,Midfielder,2573.0,1336.0,1237.0,France,30.0,16.0,14.0,9.0,4.0,5.0,12.0,5.0,7.0,0.0,0.0,8.0,5.0,3.0,40.0,23.0,17.0,3.0,0.0,0.73,0.42,0.31,0.27,0.36,286.0,1.4,64.0,86.0,858.0,214.0,0.1,53.0,9.0,-1.0,1.0
T. Ilori,Liverpool FC,Tiago Ilori,Reading,3.87,Premier League,2016,28.0,Defender,0.0,0.0,0.0,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,25.0
M. Sakho,Liverpool FC,Mamadou Sakho,Crystal Palace,2.07,Premier League,2016,31.0,Defender,1855.0,850.0,1005.0,France,22.0,10.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,28.0,12.0,16.0,1.0,0.0,0.05,0.0,0.05,0.11,0.0,1855.0,1.36,66.0,84.0,1855.0,0.0,0.05,214.0,272.0,114.0,11.0
Oscar,Chelsea FC,Oscar,SH SIPG,54.0,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Bamford,Chelsea FC,Patrick Bamford,Middlesbrough,6.21,Premier League,2016,27.0,Forward,353.0,158.0,195.0,England,13.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,118.0,27.0,0.0,0.0,0.0,316.0,362.0,-1.0,20.0
D. Gibson,Everton FC,Darron Gibson,Sunderland,2.25,Premier League,2016,33.0,Midfielder,238.0,179.0,59.0,Republic of Ireland,7.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,1.13,79.0,34.0,79.0,238.0,1.13,-1.0,-1.0,-1.0,18.0
B. Oviedo,Everton FC,Bryan Oviedo,Sunderland,1.8,Premier League,2016,31.0,Defender,998.0,465.0,533.0,Costa Rica,14.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,17.0,7.0,10.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,1.53,59.0,71.0,0.0,998.0,0.0,334.0,157.0,142.0,26.0
G. Deulofeu,Everton FC,Gerard Deulofeu,AC Milan,0.63,Premier League,2016,27.0,Forward,1384.0,691.0,693.0,Spain,26.0,13.0,13.0,2.0,2.0,0.0,8.0,1.0,7.0,0.0,0.0,6.0,1.0,5.0,22.0,13.0,9.0,2.0,0.0,0.65,0.52,0.13,0.26,0.0,692.0,1.43,63.0,53.0,692.0,173.0,0.13,139.0,6.0,-1.0,10.0
O. Ighalo,Watford FC,Odion Ighalo,CC Yatai,20.97,Premier League,2016,31.0,Forward,3153.0,1685.0,1468.0,Nigeria,37.0,19.0,18.0,15.0,8.0,7.0,3.0,1.0,2.0,0.0,0.0,11.0,8.0,3.0,43.0,18.0,25.0,4.0,0.0,0.51,0.09,0.43,0.43,0.43,210.0,1.23,73.0,85.0,788.0,1051.0,0.11,23.0,155.0,-1.0,1.0
A. Guédioura,Watford FC,Adlène Guédioura,Middlesbrough,4.68,Premier League,2016,35.0,Midfielder,417.0,185.0,232.0,Algeria,18.0,7.0,11.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,3.0,3.0,9.0,4.0,5.0,2.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,1.94,46.0,23.0,209.0,209.0,0.43,286.0,8.0,-1.0,11.0
S. Berahino,West Bromwich Albion,Saido Berahino,Stoke City,12.51,Premier League,2016,27.0,Forward,1742.0,848.0,894.0,England,31.0,16.0,15.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,5.0,23.0,14.0,9.0,0.0,0.0,0.21,0.0,0.21,0.32,0.1,436.0,1.19,76.0,56.0,0.0,0.0,0.0,93.0,412.0,-1.0,2.0
C. Gardner,West Bromwich Albion,Craig Gardner,Birmingham,0.518,Premier League,2016,34.0,Midfielder,2035.0,1078.0,957.0,England,34.0,18.0,16.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,10.0,5.0,5.0,29.0,15.0,14.0,5.0,0.0,0.27,0.13,0.13,0.08,0.19,678.0,1.28,70.0,60.0,407.0,678.0,0.22,136.0,113.0,-1.0,4.0
G. Murray,AFC Bournemouth,Glenn Murray,Brighton,3.15,Premier League,2016,37.0,Forward,796.0,344.0,452.0,England,21.0,9.0,12.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,3.0,17.0,7.0,10.0,2.0,0.0,0.34,0.0,0.34,0.26,0.4,265.0,1.92,47.0,38.0,398.0,0.0,0.23,46.0,417.0,-1.0,7.0
P. Aanholt,Sunderland AFC,Patrick van Aanholt,Crystal Palace,9.45,Premier League,2016,30.0,Defender,2970.0,1440.0,1530.0,Netherlands,33.0,16.0,17.0,4.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,6.0,4.0,2.0,52.0,16.0,36.0,2.0,0.0,0.21,0.09,0.12,0.19,0.06,743.0,1.58,57.0,90.0,1485.0,990.0,0.06,145.0,148.0,147.0,3.0
S. Coates,Sunderland AFC,Sebastián Coates,Sporting CP,4.25,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Jutkiewicz,Burnley FC,Lukas Jutkiewicz,Birmingham,1.08,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Nugent,Middlesbrough FC,David Nugent,Derby,2.61,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Nsue,Middlesbrough FC,Emilio Nsue,Birmingham,1.08,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Snodgrass,Hull City,Robert Snodgrass,West Ham,10.8,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Livermore,Hull City,Jake Livermore,West Brom,10.35,Premier League,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Luís,Chelsea FC,Filipe Luís,Atlético Madrid,14.4,Premier League,2015,35.0,Defender,937.0,409.0,528.0,Brazil,15.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,10.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,94.0,62.0,937.0,0.0,0.1,397.0,400.0,34.0,19.0
P. Cech,Chelsea FC,Petr Cech,Arsenal,12.6,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Hazard,Chelsea FC,Thorgan Hazard,Bor. M'gladbach,7.2,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O. Romeu,Chelsea FC,Oriol Romeu,Southampton,6.3,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Kakuta,Chelsea FC,Gaël Kakuta,Sevilla FC,5.4,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Salah,Chelsea FC,Mohamed Salah,AS Roma,4.5,Premier League,2015,28.0,Forward,30.0,8.0,22.0,Egypt,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,10.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,20.0
J. Cuadrado,Chelsea FC,Juan Cuadrado,Juventus,1.62,Premier League,2015,32.0,Midfielder,311.0,263.0,48.0,Colombia,12.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,311.0,26.0,156.0,0.0,0.58,285.0,254.0,-1.0,25.0
J. McEachran,Chelsea FC,Josh McEachran,Brentford,0.9359999999999999,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Chalobah,Chelsea FC,Nathaniel Chalobah,SSC Napoli,0.225,Premier League,2015,26.0,Midfielder,65.0,11.0,54.0,England,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,65.0,16.0,65.0,0.0,1.38,-1.0,-1.0,-1.0,10.0
Á. Negredo,Manchester City,Álvaro Negredo,Valencia,25.2,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Lopes,Manchester City,Rony Lopes,Monaco,10.8,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Nastasic,Manchester City,Matija Nastasic,FC Schalke 04,8.55,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Rekik,Manchester City,Karim Rekik,Marseille,4.5,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Dzeko,Manchester City,Edin Dzeko,AS Roma,3.6,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Sinclair,Manchester City,Scott Sinclair,Aston Villa,3.15,Premier League,2015,31.0,Midfielder,464.0,217.0,247.0,England,11.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,2.0,3.0,0.0,0.0,0.19,0.0,0.19,0.41,0.0,464.0,0.97,93.0,42.0,0.0,0.0,0.0,93.0,272.0,-1.0,8.0
S. Jovetic,Manchester City,Stevan Jovetic,Inter,2.25,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Boyata,Manchester City,Dedryck Boyata,Celtic,1.8,Premier League,2015,30.0,Defender,91.0,0.0,91.0,Belgium,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,91.0,46.0,91.0,0.0,0.99,-1.0,-1.0,-1.0,17.0
J. Pozo,Manchester City,José Pozo,UD Almería,0.45,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Denayer,Manchester City,Jason Denayer,Galatasaray,0.392,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Podolski,Arsenal FC,Lukas Podolski,Galatasaray,2.25,Premier League,2015,35.0,Forward,99.0,36.0,63.0,Germany,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,17.0
Á. María,Manchester United,Ángel Di María,Paris SG,56.7,Premier League,2015,33.0,Midfielder,1645.0,791.0,854.0,Argentina,27.0,13.0,14.0,3.0,2.0,1.0,10.0,5.0,5.0,0.0,0.0,8.0,4.0,4.0,19.0,8.0,11.0,1.0,0.0,0.71,0.55,0.16,0.23,0.11,548.0,1.04,87.0,61.0,1645.0,165.0,0.05,114.0,3.0,-1.0,8.0
Chicharito,Manchester United,Chicharito,Bay. Leverkusen,10.8,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Evans,Manchester United,Jonny Evans,West Brom,7.47,Premier League,2015,33.0,Defender,1091.0,450.0,641.0,Northern Ireland,14.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,7.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,156.0,78.0,1091.0,0.0,0.08,246.0,298.0,6.0,20.0
R. Persie,Manchester United,Robin van Persie,Fenerbahce,5.85,Premier League,2015,37.0,Forward,2114.0,1128.0,986.0,Netherlands,27.0,14.0,13.0,10.0,7.0,3.0,2.0,2.0,0.0,1.0,1.0,6.0,4.0,2.0,23.0,8.0,15.0,5.0,0.0,0.51,0.09,0.43,0.56,0.27,211.0,0.98,92.0,78.0,423.0,1057.0,0.21,20.0,152.0,-1.0,2.0
Nani,Manchester United,Nani,Fenerbahce,5.4,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,Manchester United,Rafael,Olympique Lyon,2.88,Premier League,2015,30.0,Defender,589.0,350.0,239.0,Brazil,10.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,11.0,4.0,7.0,2.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,1.68,54.0,59.0,295.0,589.0,0.31,304.0,86.0,162.0,14.0
Á. Henríquez,Manchester United,Ángelo Henríquez,Dinamo Zagreb,1.5,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. James,Manchester United,Reece James,Wigan,1.26,Premier League,2015,27.0,Defender,0.0,0.0,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
R. Soldado,Tottenham Hotspur,Roberto Soldado,Villarreal,14.4,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulinho,Tottenham Hotspur,Paulinho,GZ Evergrande,12.6,Premier League,2015,32.0,Midfielder,478.0,140.0,338.0,Brazil,15.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.94,96.0,32.0,159.0,478.0,0.56,315.0,60.0,-1.0,13.0
É. Capoue,Tottenham Hotspur,Étienne Capoue,Watford,8.01,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Stambouli,Tottenham Hotspur,Benjamin Stambouli,Paris SG,7.74,Premier League,2015,30.0,Midfielder,453.0,237.0,216.0,France,12.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,151.0,38.0,113.0,0.0,0.79,299.0,276.0,-1.0,16.0
V. Chiriches,Tottenham Hotspur,Vlad Chiriches,SSC Napoli,6.3,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Holtby,Tottenham Hotspur,Lewis Holtby,Hamburger SV,5.85,Premier League,2015,30.0,Midfielder,29.0,0.0,29.0,Germany,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,22.0
A. Lennon,Tottenham Hotspur,Aaron Lennon,Everton,5.4,Premier League,2015,33.0,Midfielder,1347.0,655.0,692.0,England,23.0,11.0,12.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,6.0,1.0,16.0,5.0,11.0,3.0,0.0,0.27,0.13,0.13,0.0,0.26,674.0,1.07,84.0,59.0,449.0,674.0,0.2,129.0,101.0,-1.0,7.0
Y. Kaboul,Tottenham Hotspur,Younès Kaboul,Sunderland,3.87,Premier League,2015,35.0,Defender,990.0,540.0,450.0,France,11.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,16.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,62.0,90.0,495.0,0.0,0.18,404.0,334.0,146.0,21.0
R. Fredericks,Tottenham Hotspur,Ryan Fredericks,Bristol City,0.225,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Sterling,Liverpool FC,Raheem Sterling,Man City,57.33,Premier League,2015,26.0,Forward,3053.0,1551.0,1502.0,England,35.0,18.0,17.0,7.0,3.0,4.0,7.0,5.0,2.0,0.0,0.0,13.0,6.0,7.0,35.0,15.0,20.0,5.0,0.0,0.41,0.21,0.21,0.17,0.24,436.0,1.03,87.0,87.0,611.0,436.0,0.15,84.0,46.0,-1.0,2.0
F. Borini,Liverpool FC,Fabio Borini,Sunderland,9.63,Premier League,2015,29.0,Forward,392.0,122.0,270.0,Italy,12.0,6.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,7.0,2.0,5.0,3.0,1.0,0.46,0.23,0.23,0.0,0.33,392.0,1.61,56.0,33.0,131.0,392.0,0.69,76.0,39.0,-1.0,11.0
I. Aspas,Liverpool FC,Iago Aspas,Sevilla FC,5.4,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Lambert,Liverpool FC,Rickie Lambert,West Brom,3.78,Premier League,2015,39.0,Forward,823.0,449.0,374.0,England,25.0,14.0,11.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0,5.0,3.0,9.0,2.0,7.0,2.0,0.0,0.44,0.22,0.22,0.0,0.48,412.0,0.98,91.0,33.0,412.0,412.0,0.22,82.0,44.0,-1.0,7.0
S. Coates,Liverpool FC,Sebastián Coates,Sunderland,2.52,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Wisdom,Liverpool FC,Andre Wisdom,Norwich,1.62,Premier League,2015,27.0,Defender,1971.0,1051.0,920.0,England,24.0,12.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,3.0,7.0,29.0,18.0,11.0,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,1.32,68.0,82.0,1971.0,1971.0,0.05,295.0,204.0,118.0,24.0
T. Ilori,Liverpool FC,Tiago Ilori,Aston Villa,0.315,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Schneiderlin,Southampton FC,Morgan Schneiderlin,Man Utd,31.5,Premier League,2015,31.0,Midfielder,2187.0,1078.0,1109.0,France,26.0,13.0,13.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,12.0,8.0,4.0,16.0,5.0,11.0,7.0,1.0,0.21,0.04,0.16,0.08,0.24,547.0,0.66,137.0,84.0,312.0,2187.0,0.29,113.0,223.0,-1.0,4.0
N. Clyne,Southampton FC,Nathaniel Clyne,Liverpool,15.93,Premier League,2015,29.0,Defender,3147.0,1440.0,1707.0,England,35.0,16.0,19.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,4.0,32.0,12.0,20.0,4.0,0.0,0.06,0.0,0.06,0.0,0.11,1574.0,0.92,98.0,90.0,787.0,0.0,0.11,188.0,423.0,30.0,8.0
J. Richards,Swansea City,Jazz Richards,Fulham,0.635,Premier League,2015,29.0,Defender,635.0,290.0,345.0,Wales,10.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,11.0,6.0,5.0,1.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,1.56,58.0,64.0,635.0,635.0,0.14,308.0,93.0,156.0,20.0
A. Begovic,Stoke City,Asmir Begovic,Chelsea,9.9,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Nzonzi,Stoke City,Steven Nzonzi,Sevilla FC,7.2,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Huth,Stoke City,Robert Huth,Leicester,3.78,Premier League,2015,36.0,Defender,1183.0,567.0,616.0,Germany,15.0,8.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,13.0,2.0,11.0,2.0,0.0,0.08,0.0,0.08,0.0,0.15,1183.0,0.99,91.0,79.0,592.0,0.0,0.15,172.0,365.0,37.0,14.0
G. Murray,Crystal Palace,Glenn Murray,Bournemouth,4.86,Premier League,2015,37.0,Forward,866.0,567.0,299.0,England,17.0,10.0,7.0,7.0,2.0,5.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,9.0,7.0,2.0,5.0,1.0,1.04,0.31,0.73,0.32,1.51,124.0,0.94,96.0,51.0,173.0,289.0,0.52,6.0,21.0,-1.0,1.0
S. Downing,West Ham United,Stewart Downing,Middlesbrough,7.11,Premier League,2015,36.0,Midfielder,3314.0,1710.0,1604.0,England,37.0,19.0,18.0,6.0,3.0,3.0,8.0,3.0,5.0,0.0,0.0,9.0,7.0,2.0,40.0,14.0,26.0,3.0,0.0,0.38,0.22,0.16,0.16,0.17,552.0,1.09,83.0,90.0,1105.0,414.0,0.08,107.0,43.0,-1.0,2.0
M. Maïga,West Ham United,Modibo Maïga,Al-Nassr,3.6,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Ideye,West Bromwich Albion,Brown Ideye,Olympiacos,4.88,Premier League,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Dorrans,West Bromwich Albion,Graham Dorrans,Norwich,3.69,Premier League,2015,33.0,Midfielder,1594.0,765.0,829.0,Scotland,21.0,10.0,11.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,7.0,2.0,5.0,24.0,12.0,12.0,5.0,0.0,0.23,0.17,0.06,0.12,0.0,1594.0,1.36,66.0,76.0,319.0,531.0,0.28,189.0,66.0,-1.0,10.0
