short_name,club_name,player_name,club_involved_name,fee_cleaned,league_name,year,age,position,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
J. Schieber,VfB Stuttgart,Julian Schieber,Bor. Dortmund,4.95,1 Bundesliga,2012,32.0,Forward,964.0,434.0,530.0,Germany,18.0,9.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,16.0,7.0,9.0,1.0,0.0,0.28,0.0,0.28,0.0,0.51,321.0,1.49,60.0,54.0,964.0,0.0,0.09,61.0,255.0,-1.0,8.0
T. Gebhart,VfB Stuttgart,Timo Gebhart,1.FC Nuremberg,0.9,1 Bundesliga,2012,32.0,Midfielder,298.0,139.0,159.0,Germany,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,60.0,25.0,149.0,0.0,0.6,259.0,231.0,-1.0,20.0
S. Allagui,1.FSV Mainz 05,Sami Allagui,Hertha BSC,1.44,1 Bundesliga,2012,35.0,Forward,1159.0,525.0,634.0,Tunisia,19.0,9.0,10.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,19.0,10.0,9.0,4.0,0.0,0.31,0.0,0.31,0.17,0.43,290.0,1.48,61.0,61.0,290.0,0.0,0.31,53.0,377.0,-1.0,4.0
Z. Stieber,1.FSV Mainz 05,Zoltán Stieber,Greuther Fürth,0.81,1 Bundesliga,2012,32.0,Midfielder,357.0,177.0,180.0,Hungary,7.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0,2.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.51,60.0,51.0,0.0,357.0,0.0,338.0,54.0,-1.0,25.0
M. Fathi,1.FSV Mainz 05,Malik Fathi,Kayserispor,0.18,1 Bundesliga,2012,37.0,Defender,1327.0,633.0,694.0,Germany,17.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,24.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,55.0,78.0,0.0,0.0,0.0,221.0,293.0,115.0,20.0
A. Ujah,1.FSV Mainz 05,Anthony Ujah,1. FC Köln,0.09,1 Bundesliga,2012,30.0,Forward,386.0,231.0,155.0,Nigeria,12.0,5.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,1.0,0.0,0.47,0.0,0.47,0.78,0.0,193.0,2.33,39.0,32.0,386.0,0.0,0.23,26.0,371.0,-1.0,9.0
F. Schönheim,1.FSV Mainz 05,Fabian Schönheim,Union Berlin,0.045,1 Bundesliga,2012,34.0,Defender,4.0,4.0,0.0,Germany,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,15.0
D. Yilmaz,1.FSV Mainz 05,Deniz Yilmaz,SC Paderborn,0.045,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Sliskovic,1.FSV Mainz 05,Petar Sliskovic,Dynamo Dresden,0.045,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Marin,SV Werder Bremen,Marko Marin,Chelsea,7.2,1 Bundesliga,2012,32.0,Midfielder,1344.0,695.0,649.0,Germany,21.0,11.0,10.0,1.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,25.0,10.0,15.0,2.0,0.0,0.4,0.33,0.07,0.0,0.14,1344.0,1.67,54.0,64.0,672.0,269.0,0.13,176.0,20.0,-1.0,10.0
Naldo,SV Werder Bremen,Naldo,VfL Wolfsburg,4.32,1 Bundesliga,2012,38.0,Defender,1178.0,608.0,570.0,Brazil,18.0,10.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,28.0,10.0,18.0,0.0,0.0,0.23,0.0,0.23,0.44,0.0,393.0,2.14,42.0,65.0,0.0,0.0,0.0,82.0,269.0,155.0,4.0
S. Wagner,SV Werder Bremen,Sandro Wagner,Hertha BSC,0.225,1 Bundesliga,2012,33.0,Forward,947.0,512.0,435.0,Germany,18.0,10.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,19.0,9.0,10.0,4.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.81,50.0,53.0,237.0,947.0,0.38,366.0,144.0,-1.0,20.0
D. Peitz,FC Augsburg,Dominic Peitz,Karlsruher SC,0.135,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O. Occéan,SpVgg Greuther Fürth,Olivier Occéan,E. Frankfurt,1.17,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Onuegbu,SpVgg Greuther Fürth,Kingsley Onuegbu,SV Sandhausen,0.036000000000000004,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Sigurdsson,TSG 1899 Hoffenheim,Gylfi Sigurdsson,Spurs,9.0,1 Bundesliga,2012,31.0,Midfielder,576.0,238.0,338.0,Iceland,7.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,0.0,9.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,1.41,64.0,82.0,0.0,576.0,0.0,269.0,93.0,-1.0,12.0
C. Obasi,TSG 1899 Hoffenheim,Chinedu Obasi,FC Schalke 04,3.6,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Mlapa,TSG 1899 Hoffenheim,Peniel Mlapa,Bor. M'gladbach,2.25,1 Bundesliga,2012,30.0,Forward,1023.0,505.0,518.0,Togo,24.0,12.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,4.0,17.0,10.0,7.0,2.0,0.0,0.18,0.09,0.09,0.18,0.0,1023.0,1.5,60.0,43.0,512.0,1023.0,0.18,151.0,161.0,-1.0,11.0
I. Vorsah,TSG 1899 Hoffenheim,Isaac Vorsah,RB Salzburg,1.8,1 Bundesliga,2012,33.0,Defender,1722.0,783.0,939.0,Ghana,21.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,24.0,5.0,19.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,72.0,82.0,431.0,0.0,0.21,323.0,344.0,56.0,24.0
J. Raitala,TSG 1899 Hoffenheim,Jukka Raitala,Heerenveen,0.72,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Kaiser,TSG 1899 Hoffenheim,Dominik Kaiser,RB Leipzig,0.54,1 Bundesliga,2012,32.0,Midfielder,471.0,120.0,351.0,Germany,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,67.0,52.0,471.0,0.0,0.19,325.0,340.0,-1.0,22.0
K. Musona,TSG 1899 Hoffenheim,Knowledge Musona,FC Augsburg,0.09,1 Bundesliga,2012,31.0,Forward,373.0,261.0,112.0,Zimbabwe,16.0,9.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,7.0,4.0,3.0,2.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,1.69,53.0,23.0,187.0,373.0,0.48,266.0,59.0,-1.0,17.0
J. Gyau,TSG 1899 Hoffenheim,Joseph-Claude Gyau,FC St. Pauli,0.045,1 Bundesliga,2012,28.0,Midfielder,0.0,0.0,0.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
I. Perisic,Borussia Dortmund,Ivan Perisic,VfL Wolfsburg,7.2,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Löwe,Borussia Dortmund,Chris Löwe,1.FC K'lautern,0.45,1 Bundesliga,2012,32.0,Defender,569.0,165.0,404.0,Germany,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,95.0,81.0,0.0,0.0,0.0,306.0,252.0,25.0,21.0
R. Augusto,Bayer 04 Leverkusen,Renato Augusto,Corinthians,6.03,1 Bundesliga,2012,33.0,Midfielder,1347.0,636.0,711.0,Brazil,18.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,3.0,2.0,20.0,10.0,10.0,2.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,1.34,67.0,75.0,674.0,674.0,0.13,344.0,129.0,-1.0,21.0
Z. Pamic,Bayer 04 Leverkusen,Zvonko Pamic,Dinamo Zagreb,0.207,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Holtby,FC Schalke 04,Lewis Holtby,Spurs,1.58,1 Bundesliga,2012,30.0,Midfielder,1936.0,891.0,1045.0,Germany,27.0,12.0,15.0,6.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,28.0,8.0,20.0,0.0,0.0,0.33,0.05,0.28,0.4,0.17,323.0,1.3,69.0,72.0,0.0,1936.0,0.0,59.0,202.0,-1.0,3.0
S. Escudero,FC Schalke 04,Sergio Escudero,Getafe,0.18,1 Bundesliga,2012,31.0,Defender,407.0,92.0,315.0,Spain,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,51.0,68.0,0.0,0.0,0.0,265.0,270.0,130.0,16.0
B. Köhler,Eintracht Frankfurt,Benjamin Köhler,1.FC K'lautern,0.27,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Scharner,Hamburger SV,Paul Scharner,Wigan,0.09,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Camargo,Borussia Mönchengladbach,Igor de Camargo,TSG Hoffenheim,0.54,1 Bundesliga,2012,38.0,Forward,1223.0,501.0,722.0,Belgium,25.0,11.0,14.0,5.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,14.0,8.0,6.0,5.0,1.0,4.0,2.0,0.0,0.44,0.07,0.37,0.0,0.62,245.0,0.37,245.0,49.0,612.0,1223.0,0.15,38.0,186.0,-1.0,5.0
M. Zimmermann,Borussia Mönchengladbach,Matthias Zimmermann,Greuther Fürth,0.09,1 Bundesliga,2012,29.0,Midfielder,7.0,0.0,7.0,Germany,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,11.0
H. Hauger,Hannover 96,Henning Hauger,Elfsborg,0.18,1 Bundesliga,2012,36.0,Midfielder,110.0,110.0,0.0,Norway,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,110.0,37.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,16.0
M. Russ,VfL Wolfsburg,Marco Russ,E. Frankfurt,0.45,1 Bundesliga,2012,36.0,Defender,1973.0,855.0,1118.0,Germany,24.0,10.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,32.0,9.0,23.0,7.0,0.0,0.05,0.0,0.05,0.0,0.08,1973.0,1.46,62.0,82.0,282.0,0.0,0.32,193.0,317.0,89.0,8.0
F. Lopes,VfL Wolfsburg,Felipe Lopes,VfB Stuttgart,0.27,1 Bundesliga,2012,33.0,Defender,1170.0,630.0,540.0,Brazil,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,17.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,69.0,90.0,234.0,0.0,0.38,235.0,281.0,69.0,16.0
E. Pogatetz,VfL Wolfsburg,Emanuel Pogatetz,West Ham,0.27,1 Bundesliga,2012,38.0,Defender,2467.0,1207.0,1260.0,Austria,29.0,15.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,36.0,13.0,23.0,3.0,0.0,0.04,0.0,0.04,0.0,0.07,2467.0,1.31,69.0,85.0,822.0,0.0,0.11,209.0,234.0,68.0,9.0
G. Sio,VfL Wolfsburg,Giovanni Sio,FC Sochaux,0.18,1 Bundesliga,2012,32.0,Forward,297.0,175.0,122.0,Côte d'Ivoire,9.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,3.0,3.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.82,50.0,33.0,297.0,297.0,0.3,228.0,30.0,-1.0,19.0
R. Jönsson,VfL Wolfsburg,Rasmus Jönsson,FSV Frankfurt,0.18,1 Bundesliga,2012,31.0,Forward,358.0,176.0,182.0,Sweden,11.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,2.0,5.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.76,51.0,33.0,0.0,358.0,0.0,267.0,52.0,-1.0,22.0
M. Klich,VfL Wolfsburg,Mateusz Klich,PEC Zwolle,0.09,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Schulze,VfL Wolfsburg,Michael Schulze,Energie Cottbus,0.045,1 Bundesliga,2012,32.0,Defender,73.0,0.0,73.0,Germany,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,24.0,37.0,73.0,0.0,1.23,-1.0,-1.0,-1.0,29.0
F. Rodríguez,VfB Stuttgart,Francisco Rodríguez,América,1.8,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z. Kuzmanovic,VfB Stuttgart,Zdravko Kuzmanovic,Inter,1.08,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Polanski,1.FSV Mainz 05,Eugen Polanski,TSG Hoffenheim,2.7,1 Bundesliga,2012,35.0,Midfielder,1974.0,1052.0,922.0,Poland,26.0,13.0,13.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,7.0,4.0,3.0,31.0,15.0,16.0,3.0,1.0,0.23,0.09,0.14,0.17,0.1,658.0,1.41,64.0,76.0,494.0,987.0,0.18,119.0,155.0,-1.0,7.0
F. Trinks,SV Werder Bremen,Florian Trinks,Greuther Fürth,0.045,1 Bundesliga,2012,29.0,Midfielder,247.0,160.0,87.0,Germany,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,35.0,41.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,24.0
T. Pektürk,SpVgg Greuther Fürth,Tayfun Pektürk,Istanbul BBSK,0.45,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Mikkelsen,SpVgg Greuther Fürth,Tobias Mikkelsen,Rosenborg BK,0.45,1 Bundesliga,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Compper,TSG 1899 Hoffenheim,Marvin Compper,Fiorentina,0.18,1 Bundesliga,2012,36.0,Defender,2700.0,1260.0,1440.0,Germany,30.0,14.0,16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,40.0,14.0,26.0,6.0,1.0,0.07,0.0,0.07,0.07,0.06,1350.0,1.33,68.0,90.0,386.0,0.0,0.23,173.0,350.0,73.0,8.0
M. Ekici,Bayern Munich,Mehmet Ekici,Werder Bremen,4.5,1 Bundesliga,2011,31.0,Midfielder,2512.0,1278.0,1234.0,Turkey,32.0,16.0,16.0,3.0,0.0,3.0,11.0,6.0,5.0,0.0,0.0,6.0,4.0,2.0,34.0,15.0,19.0,6.0,0.0,0.5,0.39,0.11,0.0,0.22,837.0,1.22,74.0,79.0,419.0,228.0,0.21,145.0,15.0,-1.0,7.0
N. Sahin,Borussia Dortmund,Nuri Sahin,Real Madrid,9.0,1 Bundesliga,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Hajnal,Borussia Dortmund,Tamás Hajnal,VfB Stuttgart,0.9,1 Bundesliga,2011,40.0,Midfielder,926.0,308.0,618.0,Hungary,12.0,4.0,8.0,3.0,1.0,2.0,4.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0,14.0,5.0,9.0,1.0,0.0,0.68,0.39,0.29,0.29,0.29,309.0,1.36,66.0,77.0,926.0,232.0,0.1,53.0,12.0,-1.0,7.0
D. Rangelov,Borussia Dortmund,Dimitar Rangelov,Energie Cottbus,0.18,1 Bundesliga,2011,38.0,Forward,13.0,13.0,0.0,Bulgaria,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,18.0
M. Feulner,Borussia Dortmund,Markus Feulner,1.FC Nuremberg,0.135,1 Bundesliga,2011,39.0,Midfielder,24.0,19.0,5.0,Germany,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,14.0
M. Stiepermann,Borussia Dortmund,Marco Stiepermann,Alem. Aachen,0.09,1 Bundesliga,2011,30.0,Midfielder,24.0,5.0,19.0,Germany,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,23.0
L. Sobiech,Borussia Dortmund,Lasse Sobiech,FC St. Pauli,0.09,1 Bundesliga,2011,30.0,Defender,0.0,0.0,0.0,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
D. Ginczek,Borussia Dortmund,Daniel Ginczek,VfL Bochum,0.09,1 Bundesliga,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Vidal,Bayer 04 Leverkusen,Arturo Vidal,Juventus,11.25,1 Bundesliga,2011,34.0,Midfielder,2704.0,1219.0,1485.0,Chile,33.0,16.0,17.0,10.0,6.0,4.0,7.0,3.0,4.0,6.0,0.0,10.0,3.0,7.0,38.0,20.0,18.0,6.0,1.0,0.57,0.23,0.33,0.44,0.24,270.0,1.26,71.0,82.0,451.0,386.0,0.2,47.0,45.0,-1.0,1.0
D. Vida,Bayer 04 Leverkusen,Domagoj Vida,Dinamo Zagreb,1.17,1 Bundesliga,2011,32.0,Defender,76.0,76.0,0.0,Croatia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,14.0
M. Risse,Bayer 04 Leverkusen,Marcel Risse,1.FSV Mainz 05,0.72,1 Bundesliga,2011,31.0,Midfielder,1281.0,648.0,633.0,Germany,25.0,12.0,13.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,7.0,4.0,3.0,12.0,6.0,6.0,0.0,0.0,0.35,0.21,0.14,0.0,0.28,641.0,0.84,107.0,51.0,0.0,427.0,0.0,111.0,57.0,-1.0,8.0
B. Kaplan,Bayer 04 Leverkusen,Burak Kaplan,Besiktas,0.585,1 Bundesliga,2011,31.0,Midfielder,0.0,0.0,0.0,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
C. Djakpa,Bayer 04 Leverkusen,Constant Djakpa,E. Frankfurt,0.45,1 Bundesliga,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Sukuta-Pasu,Bayer 04 Leverkusen,Richard Sukuta-Pasu,1.FC K'lautern,0.252,1 Bundesliga,2011,31.0,Forward,145.0,65.0,80.0,Germany,9.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.24,0.62,0.62,0.0,1.13,145.0,1.86,48.0,16.0,0.0,145.0,0.0,-1.0,-1.0,-1.0,14.0
M. Neuer,FC Schalke 04,Manuel Neuer,Bayern Munich,27.0,1 Bundesliga,2011,35.0,Goalkeeper,3060.0,1530.0,1530.0,Germany,34.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,6.0,5.0,43.0,18.0,25.0,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,1.26,71.0,90.0,3060.0,3060.0,0.03,326.0,217.0,60.0,19.0
J. Hao,FC Schalke 04,Junmin Hao,SD Luneng,0.99,1 Bundesliga,2011,34.0,Midfielder,266.0,123.0,143.0,China,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,89.0,44.0,133.0,0.0,0.68,-1.0,-1.0,-1.0,27.0
L. Schmitz,FC Schalke 04,Lukas Schmitz,Werder Bremen,0.9,1 Bundesliga,2011,32.0,Defender,1865.0,834.0,1031.0,Germany,23.0,11.0,12.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,10.0,6.0,4.0,21.0,5.0,16.0,6.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,1.01,89.0,81.0,311.0,622.0,0.29,329.0,97.0,21.0,26.0
Edú,FC Schalke 04,Edú,Besiktas,0.45,1 Bundesliga,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Reginiussen,FC Schalke 04,Tore Reginiussen,Odense BK,0.36,1 Bundesliga,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Annan,FC Schalke 04,Anthony Annan,Vitesse,0.36,1 Bundesliga,2011,35.0,Midfielder,694.0,258.0,436.0,Ghana,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,11.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,63.0,77.0,347.0,0.0,0.26,229.0,227.0,-1.0,16.0
C. Deac,FC Schalke 04,Ciprian Deac,Rapid Bucharest,0.27,1 Bundesliga,2011,35.0,Midfielder,92.0,92.0,0.0,Romania,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,46.0,46.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,20.0
M. Gavranovic,FC Schalke 04,Mario Gavranovic,1.FSV Mainz 05,0.18,1 Bundesliga,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Pliatsikas,FC Schalke 04,Vasilios Pliatsikas,MSV Duisburg,0.09,1 Bundesliga,2011,33.0,Defender,46.0,46.0,0.0,Greece,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,46.0,46.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,13.0
Ö. Toprak,SC Freiburg,Ömer Toprak,Bay. Leverkusen,2.7,1 Bundesliga,2011,32.0,Defender,1627.0,802.0,825.0,Turkey,24.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,28.0,14.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,58.0,68.0,407.0,0.0,0.22,240.0,273.0,108.0,13.0
D. Williams,SC Freiburg,Danny Williams,TSG Hoffenheim,0.18,1 Bundesliga,2011,32.0,Midfielder,239.0,149.0,90.0,USA,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,60.0,34.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,21.0
E. Elia,Hamburger SV,Eljero Elia,Juventus,8.1,1 Bundesliga,2011,34.0,Forward,1644.0,803.0,841.0,Netherlands,24.0,12.0,12.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,2.0,3.0,25.0,10.0,15.0,1.0,0.0,0.27,0.16,0.11,0.11,0.11,822.0,1.37,66.0,69.0,1644.0,548.0,0.05,143.0,77.0,-1.0,9.0
