club_name,player_name,club_involved_name,fee_cleaned,league_name,year,short_name
Boavista FC,Lucas Tagliapietra,LDU Quito,0.45,Liga Nos,2017,L. Tagliapietra
SC Braga,Pedro Neto,Lazio,6.75,Liga Nos,2017,P. Neto
SC Braga,Rui Fonte,Fulham,6.18,Liga Nos,2017,R. Fonte
SC Braga,Xeka,LOSC Lille,4.5,Liga Nos,2017,Xeka
SC Braga,Rodrigo Battaglia,Sporting CP,4.05,Liga Nos,2017,R. Battaglia
SC Braga,Bruno Jordão,Lazio,3.6,Liga Nos,2017,B. Jordão
SC Braga,Pedro Santos,Columbus Crew,1.8,Liga Nos,2017,P. Santos
SC Braga,Tomás Martínez,Houston,1.49,Liga Nos,2017,T. Martínez
SC Braga,Nikola Stojiljkovic,Kayserispor,0.45,Liga Nos,2017,N. Stojiljkovic
Estoril Praia,Aílton,VfB Stuttgart,2.25,Liga Nos,2017,Aílton
Estoril Praia,Carlinhos,Standard Liège,2.25,Liga Nos,2017,Carlinhos
Estoril Praia,Mattheus,Sporting CP,1.8,Liga Nos,2017,Mattheus
Estoril Praia,Diogo Amado,Al-Gharafa SC,0.495,Liga Nos,2017,D. Amado
CD Feirense,Vaná Alves,FC Porto,0.9,Liga Nos,2017,V. Alves
CS Marítimo,Raúl Silva,Braga,1.8,Liga Nos,2017,R. Silva
CS Marítimo,Fransérgio,Braga,1.13,Liga Nos,2017,Fransérgio
CS Marítimo,Dyego Sousa,Braga,0.266,Liga Nos,2017,D. Sousa
Moreirense FC,Emmanuel Boateng,Levante,1.8,Liga Nos,2017,E. Boateng
Moreirense FC,Cauê,Omiya Ardija,0.675,Liga Nos,2017,Cauê
Moreirense FC,Pedro Rebocho,Benfica,0.135,Liga Nos,2017,P. Rebocho
FC Paços de Ferreira,Gegé,Al-Feiha,0.45,Liga Nos,2017,Gegé
FC Porto,André Silva,AC Milan,34.2,Liga Nos,2017,A. Silva
FC Porto,Rúben Neves,Wolves,16.11,Liga Nos,2017,R. Neves
FC Porto,Bruno Martins Indi,Stoke City,6.93,Liga Nos,2017,B. Indi
FC Porto,Laurent Depoitre,Huddersfield,3.42,Liga Nos,2017,L. Depoitre
FC Porto,Andrés Fernández,Villarreal,1.8,Liga Nos,2017,A. Fernández
FC Porto,Mikel Agu,Bursaspor,0.27,Liga Nos,2017,M. Agu
Rio Ave FC,Filip Krovinovic,Benfica,3.15,Liga Nos,2017,F. Krovinovic
Rio Ave FC,Roderick Miranda,Wolves,2.7,Liga Nos,2017,R. Miranda
Rio Ave FC,William Jebor,Al-Nassr,0.342,Liga Nos,2017,W. Jebor
Sporting CP,Adrien Silva,Leicester,22.5,Liga Nos,2017,A. Silva
Sporting CP,Rúben Semedo,Villarreal,12.6,Liga Nos,2017,R. Semedo
Sporting CP,Paulo Oliveira,SD Eibar,3.6,Liga Nos,2017,P. Oliveira
Sporting CP,Marvin Zeegelaar,Watford,2.7,Liga Nos,2017,M. Zeegelaar
Sporting CP,Ezequiel Schelotto,Brighton,2.7,Liga Nos,2017,E. Schelotto
Sporting CP,Teófilo Gutiérrez,Junior FC,1.64,Liga Nos,2017,T. Gutiérrez
Sporting CP,Ewerton,1.FC Nuremberg,0.765,Liga Nos,2017,Ewerton
Vitória Guimarães SC,Bruno Gaspar,Fiorentina,3.6,Liga Nos,2017,B. Gaspar
Vitória Guimarães SC,Josué Sá,RSC Anderlecht,1.98,Liga Nos,2017,J. Sá
Vitória Guimarães SC,Bongani Zungu,Amiens SC,1.8,Liga Nos,2017,B. Zungu
Vitória Setúbal FC,Fábio Cardoso,Rangers,1.35,Liga Nos,2017,F. Cardoso
Vitória Setúbal FC,João Amaral,Benfica,0.54,Liga Nos,2017,J. Amaral
Vitória Setúbal FC,Bruno Varela,Benfica,0.09,Liga Nos,2017,B. Varela
SL Benfica,Lisandro López,Inter,0.405,Liga Nos,2017,L. López
SC Braga,Rafael Assis,Paços Ferreira,0.086,Liga Nos,2017,R. Assis
FC Porto,Juan Fernando Quintero,River Plate,0.45,Liga Nos,2017,J. Quintero
Portimonense SC,Lumor,Sporting CP,2.25,Liga Nos,2017,Lumor
Rio Ave FC,Rúben Ribeiro,Sporting CP,0.36,Liga Nos,2017,R. Ribeiro
Sporting CP,Iuri Medeiros,Genoa,0.603,Liga Nos,2017,I. Medeiros
Sporting CP,Jonathan Silva,AS Roma,0.45,Liga Nos,2017,J. Silva
Sporting CP,Oriol Rosell,Orlando City SC,0.362,Liga Nos,2017,O. Rosell
Sporting CP,Alan Ruiz,CA Colón,0.18,Liga Nos,2017,A. Ruiz
Sporting CP,Tobias Figueiredo,Nottm Forest,0.18,Liga Nos,2017,T. Figueiredo
SL Benfica,Renato Sanches,Bayern Munich,31.5,Liga Nos,2016,R. Sanches
SL Benfica,Nico Gaitán,Atlético Madrid,22.5,Liga Nos,2016,N. Gaitán
SL Benfica,Nélson Oliveira,Norwich,5.27,Liga Nos,2016,N. Oliveira
SL Benfica,Talisca,Besiktas,3.6,Liga Nos,2016,Talisca
SL Benfica,Mehdi Carcela-González,Granada CF,3.6,Liga Nos,2016,M. Carcela-González
SL Benfica,Bebé,SD Eibar,1.35,Liga Nos,2016,Bebé
SL Benfica,Jorge Rojas,Cerro Porteño,0.9,Liga Nos,2016,J. Rojas
Sporting CP,João Mário,Inter,36.0,Liga Nos,2016,J. Mário
Sporting CP,Islam Slimani,Leicester,27.45,Liga Nos,2016,I. Slimani
Sporting CP,Naldo,Krasnodar,4.05,Liga Nos,2016,Naldo
Sporting CP,Carlos Mané,VfB Stuttgart,1.49,Liga Nos,2016,C. Mané
Sporting CP,Teófilo Gutiérrez,CA Rosario,0.45,Liga Nos,2016,T. Gutiérrez
Sporting CP,Ewerton,1.FC K'lautern,0.18,Liga Nos,2016,Ewerton
Sporting CP,Wallyson Mallmann,Standard Liège,0.113,Liga Nos,2016,W. Mallmann
Sporting CP,Simeon Slavchev,Lechia Gdansk,0.045,Liga Nos,2016,S. Slavchev
FC Porto,Maicon,São Paulo,5.18,Liga Nos,2016,Maicon
FC Porto,Vincent Aboubakar,Besiktas,2.25,Liga Nos,2016,V. Aboubakar
FC Porto,Nabil Ghilas,Gaziantepspor,1.8,Liga Nos,2016,N. Ghilas
FC Porto,Hyun-jun Suk,Trabzonspor,0.675,Liga Nos,2016,H. Suk
FC Porto,Josué,Galatasaray,0.63,Liga Nos,2016,Josué
FC Porto,Licá,Nottm Forest,0.322,Liga Nos,2016,Licá
SC Braga,Rafa Silva,Benfica,14.4,Liga Nos,2016,R. Silva
SC Braga,Wallace,Lazio,7.2,Liga Nos,2016,Wallace
SC Braga,Willy Boly,FC Porto,5.85,Liga Nos,2016,W. Boly
SC Braga,Stanislav Kritsyuk,Krasnodar,3.6,Liga Nos,2016,S. Kritsyuk
SC Braga,Felipe Pardo,Olympiacos,1.35,Liga Nos,2016,F. Pardo
FC Arouca,Lucas Lima,FC Nantes,0.99,Liga Nos,2016,L. Lima
Rio Ave FC,Yonathan Del Valle,Bursaspor,0.203,Liga Nos,2016,Y. Valle
FC Paços de Ferreira,Diogo Jota,Atlético Madrid,6.48,Liga Nos,2016,D. Jota
Estoril Praia,Léo Bonatini,Hilal,4.95,Liga Nos,2016,L. Bonatini
Estoril Praia,Anderson Esiti,KAA Gent,1.35,Liga Nos,2016,A. Esiti
Estoril Praia,Diego Carlos,FC Nantes,1.17,Liga Nos,2016,D. Carlos
Belenenses SAD,Rúben Pinto,CSKA Sofia,0.045,Liga Nos,2016,R. Pinto
Vitória Guimarães SC,Cafú,FC Lorient,1.8,Liga Nos,2016,Cafú
Vitória Guimarães SC,Dalbert,OGC Nice,1.8,Liga Nos,2016,Dalbert
CD Nacional,Boubacar Fofana,Al-Ettifaq,0.27,Liga Nos,2016,B. Fofana
Boavista FC,Mika,Sunderland,1.35,Liga Nos,2016,Mika
Boavista FC,Afonso Figueiredo,Stade Rennais,0.243,Liga Nos,2016,A. Figueiredo
Vitória Setúbal FC,André Horta,Benfica,0.36,Liga Nos,2016,A. Horta
SL Benfica,Gonçalo Guedes,Paris SG,27.0,Liga Nos,2016,G. Guedes
SL Benfica,Hélder Costa,Wolves,13.5,Liga Nos,2016,H. Costa
Sporting CP,Elias,Atlético-MG,2.25,Liga Nos,2016,Elias
Sporting CP,André,Sport Recife,1.08,Liga Nos,2016,André
Sporting CP,Junya Tanaka,Vissel Kobe,0.387,Liga Nos,2016,J. Tanaka
Sporting CP,João Pereira,Trabzonspor,0.27,Liga Nos,2016,J. Pereira
FC Porto,Evandro,Hull City,2.25,Liga Nos,2016,Evandro
FC Porto,Silvestre Varela,Kayserispor,0.45,Liga Nos,2016,S. Varela
SC Braga,Xeka,LOSC Lille,0.18,Liga Nos,2016,Xeka
SC Braga,Crislan,Vegalta Sendai,0.042,Liga Nos,2016,Crislan
SC Braga,Dolly Menga,FC Ashdod,0.023,Liga Nos,2016,D. Menga
Rio Ave FC,Filipe Augusto,Benfica,1.8,Liga Nos,2016,F. Augusto
Rio Ave FC,Alhassan Wakaso,FC Lorient,0.9,Liga Nos,2016,A. Wakaso
Belenenses SAD,Gerso,Kansas,1.35,Liga Nos,2016,Gerso
Vitória Guimarães SC,Tiquinho Soares,FC Porto,5.04,Liga Nos,2016,T. Soares
Vitória Guimarães SC,João Pedro,LA Galaxy,1.31,Liga Nos,2016,J. Pedro
CD Nacional,Aly Ghazal,GZ Hengfeng,2.34,Liga Nos,2016,A. Ghazal
CD Nacional,Rui Silva,Granada CF,0.9,Liga Nos,2016,R. Silva
Vitória Setúbal FC,André Claro,Estoril,0.09,Liga Nos,2016,A. Claro
GD Chaves,Rafael Assis,Braga,1.27,Liga Nos,2016,R. Assis
GD Chaves,Freire,Shimizu S-Pulse,0.45,Liga Nos,2016,Freire
GD Chaves,Paulinho,Braga,0.315,Liga Nos,2016,Paulinho
SL Benfica,Rodrigo,Valencia,27.0,Liga Nos,2015,Rodrigo
SL Benfica,André Gomes,Valencia,18.0,Liga Nos,2015,A. Gomes
SL Benfica,Ivan Cavaleiro,Monaco,13.5,Liga Nos,2015,I. Cavaleiro
SL Benfica,João Cancelo,Valencia,13.5,Liga Nos,2015,J. Cancelo
SL Benfica,Lima,Al-Ahli (UAE),6.3,Liga Nos,2015,Lima
SL Benfica,Sidnei,Dep. La Coruña,5.85,Liga Nos,2015,Sidnei
SL Benfica,Rogelio Funes Mori,Monterrey,3.24,Liga Nos,2015,R. Mori
SL Benfica,Miralem Sulejmani,BSC Young Boys,2.7,Liga Nos,2015,M. Sulejmani
SL Benfica,Loris Benito,BSC Young Boys,2.7,Liga Nos,2015,L. Benito
SL Benfica,Derley,Kayserispor,0.54,Liga Nos,2015,Derley
FC Porto,Jackson Martínez,Atlético Madrid,33.39,Liga Nos,2015,J. Martínez
FC Porto,Danilo,Real Madrid,28.35,Liga Nos,2015,Danilo
FC Porto,Alex Sandro,Juventus,23.4,Liga Nos,2015,A. Sandro
FC Porto,Kléber,BJ Guoan,3.87,Liga Nos,2015,Kléber
FC Porto,Carlos Eduardo,Hilal,1.8,Liga Nos,2015,C. Eduardo
FC Porto,Tozé,Vit. Guimarães,1.35,Liga Nos,2015,Tozé
FC Porto,Rolando,Marseille,1.35,Liga Nos,2015,Rolando
FC Porto,Ricardo Quaresma,Besiktas,1.08,Liga Nos,2015,R. Quaresma
FC Porto,Josué,Bursaspor,0.9,Liga Nos,2015,Josué
FC Porto,Hernâni,Olympiacos,0.9,Liga Nos,2015,Hernâni
FC Porto,Adrián López,Villarreal,0.9,Liga Nos,2015,A. López
FC Porto,Juan Fernando Quintero,Stade Rennais,0.45,Liga Nos,2015,J. Quintero
FC Porto,Andrés Fernández,Granada CF,0.36,Liga Nos,2015,A. Fernández
Sporting CP,Cédric Soares,Southampton,6.3,Liga Nos,2015,C. Soares
Sporting CP,Maurício,Lazio,2.39,Liga Nos,2015,Maurício
Sporting CP,Naby Sarr,Charlton,1.8,Liga Nos,2015,N. Sarr
Sporting CP,Diego Capel,Genoa,1.17,Liga Nos,2015,D. Capel
Sporting CP,Shikabala,Zamalek,0.513,Liga Nos,2015,Shikabala
SC Braga,Aderllan Santos,Valencia,8.55,Liga Nos,2015,A. Santos
SC Braga,Éder,Swansea,6.03,Liga Nos,2015,Éder
SC Braga,Zé Luís,Spartak Moscow,5.85,Liga Nos,2015,Z. Luís
SC Braga,Rúben Micael,SJZ Ever Bright,2.34,Liga Nos,2015,R. Micael
SC Braga,Felipe Pardo,Olympiacos,2.25,Liga Nos,2015,F. Pardo
SC Braga,Danilo,Valencia,0.36,Liga Nos,2015,Danilo
SC Braga,Vincent Sasso,Sheff Wed,0.117,Liga Nos,2015,V. Sasso
Vitória Guimarães SC,Bernard Mensah,Atlético Madrid,5.4,Liga Nos,2015,B. Mensah
Vitória Guimarães SC,André André,FC Porto,1.35,Liga Nos,2015,A. André
Belenenses SAD,Deyverson,Levante,1.62,Liga Nos,2015,Deyverson
CD Nacional,Marco Matias,Sheff Wed,2.79,Liga Nos,2015,M. Matias
CD Nacional,Lucas João,Sheff Wed,2.5,Liga Nos,2015,L. João
FC Paços de Ferreira,Sérgio Oliveira,FC Porto,0.9,Liga Nos,2015,S. Oliveira
FC Paços de Ferreira,Jean Michaël Seri,OGC Nice,0.9,Liga Nos,2015,J. Seri
FC Paços de Ferreira,Paolo Hurtado,Reading,0.765,Liga Nos,2015,P. Hurtado
CS Marítimo,Danilo Pereira,FC Porto,4.05,Liga Nos,2015,D. Pereira
CS Marítimo,Patrick Bauer,Charlton,1.35,Liga Nos,2015,P. Bauer
Rio Ave FC,Fabinho,Monaco,5.4,Liga Nos,2015,Fabinho
Rio Ave FC,Ahmed Hassan,Braga,0.63,Liga Nos,2015,A. Hassan
Rio Ave FC,Ederson,Benfica,0.45,Liga Nos,2015,Ederson
Rio Ave FC,Isma,Anorthosis,0.18,Liga Nos,2015,Isma
Rio Ave FC,Diego Lopes,Benfica,0.09,Liga Nos,2015,D. Lopes
Estoril Praia,Sebá,Olympiacos,1.62,Liga Nos,2015,Sebá
Boavista FC,Brayan Beckeles,Necaxa,1.2,Liga Nos,2015,B. Beckeles
Boavista FC,Shihao Wei,Feirense,0.135,Liga Nos,2015,S. Wei
FC Arouca,Mauro Goicoechea,Toulouse,0.45,Liga Nos,2015,M. Goicoechea
SL Benfica,Filip Djuricic,RSC Anderlecht,0.54,Liga Nos,2015,F. Djuricic
FC Porto,Giannelli Imbula,Stoke City,21.83,Liga Nos,2015,G. Imbula
FC Porto,Carlos Eduardo,Hilal,1.8,Liga Nos,2015,C. Eduardo
Sporting CP,Fredy Montero,TJ Teda,4.5,Liga Nos,2015,F. Montero
Sporting CP,Zakaria Labyad,Fulham,0.207,Liga Nos,2015,Z. Labyad
Sporting CP,Junya Tanaka,Kashiwa Reysol,0.153,Liga Nos,2015,J. Tanaka
Sporting CP,Jonathan Silva,Boca Juniors,0.09,Liga Nos,2015,J. Silva
FC Paços de Ferreira,Marafona,Braga,0.36,Liga Nos,2015,Marafona
CS Marítimo,Moussa Marega,FC Porto,3.42,Liga Nos,2015,M. Marega
CS Marítimo,José Sá,FC Porto B,1.08,Liga Nos,2015,J. Sá
Rio Ave FC,Marvin Zeegelaar,Sporting CP,0.27,Liga Nos,2015,M. Zeegelaar
Estoril Praia,Fernandinho,CQ Lifan,1.13,Liga Nos,2015,Fernandinho
Vitória Setúbal FC,Hyun-jun Suk,FC Porto,1.35,Liga Nos,2015,H. Suk
FC Arouca,Rodney Wallace,Sport Recife,0.18,Liga Nos,2015,R. Wallace
SL Benfica,Lazar Markovic,Liverpool,22.5,Liga Nos,2014,L. Markovic
SL Benfica,Jan Oblak,Atlético Madrid,14.4,Liga Nos,2014,J. Oblak
SL Benfica,Ezequiel Garay,Zenit S-Pb,5.4,Liga Nos,2014,E. Garay
SL Benfica,Óscar Cardozo,Trabzonspor,4.5,Liga Nos,2014,Ó. Cardozo
SL Benfica,Alan Kardec,São Paulo,4.05,Liga Nos,2014,A. Kardec
SL Benfica,Derlis González,FC Basel,2.7,Liga Nos,2014,D. González
SL Benfica,Stefan Mitrovic,SC Freiburg,1.35,Liga Nos,2014,S. Mitrovic
SL Benfica,Djavan,Braga,0.9,Liga Nos,2014,Djavan
SL Benfica,Filip Djuricic,1.FSV Mainz 05,0.36,Liga Nos,2014,F. Djuricic
Sporting CP,Marcos Rojo,Man Utd,18.0,Liga Nos,2014,M. Rojo
Sporting CP,Eric Dier,Spurs,4.5,Liga Nos,2014,E. Dier
Sporting CP,Elias,Corinthians,3.6,Liga Nos,2014,Elias
Sporting CP,Fabián Rinaudo,Catania,1.44,Liga Nos,2014,F. Rinaudo
Sporting CP,Wilson Eduardo,Dinamo Zagreb,0.45,Liga Nos,2014,W. Eduardo
Sporting CP,Valentín Viola,Karabükspor,0.18,Liga Nos,2014,V. Viola
FC Porto,Eliaquim Mangala,Man City,40.5,Liga Nos,2014,E. Mangala
FC Porto,Juan Iturbe,Hellas Verona,13.5,Liga Nos,2014,J. Iturbe
FC Porto,Fernando Reges,Man City,13.5,Liga Nos,2014,F. Reges
FC Porto,Nicolás Otamendi,Valencia,10.8,Liga Nos,2014,N. Otamendi
FC Porto,Steven Defour,RSC Anderlecht,5.4,Liga Nos,2014,S. Defour
FC Porto,André Castro,Kasimpasa,1.85,Liga Nos,2014,A. Castro
FC Porto,Josué,Bursaspor,0.18,Liga Nos,2014,Josué
Estoril Praia,Evandro,FC Porto,2.12,Liga Nos,2014,Evandro
Estoril Praia,João Pedro,Cagliari Calcio,1.17,Liga Nos,2014,J. Pedro
Estoril Praia,Gonçalo,Dinamo Zagreb,0.585,Liga Nos,2014,Gonçalo
Estoril Praia,Carlitos,FC Sion,0.54,Liga Nos,2014,Carlitos
CD Nacional,Mexer,Stade Rennais,1.97,Liga Nos,2014,Mexer
CD Nacional,Djaniny,Santos Laguna,1.8,Liga Nos,2014,Djaniny
CS Marítimo,Derley,Benfica,2.25,Liga Nos,2014,Derley
Vitória Setúbal FC,Ricardo Horta,Málaga CF,0.45,Liga Nos,2014,R. Horta
Vitória Setúbal FC,Pedro Tiba,Braga,0.45,Liga Nos,2014,P. Tiba
SC Braga,Hebert,Piast Gliwice,0.045,Liga Nos,2014,Hebert
Vitória Guimarães SC,Paulo Oliveira,Sporting CP,1.62,Liga Nos,2014,P. Oliveira
Vitória Guimarães SC,André Santos,Balikesirspor,0.36,Liga Nos,2014,A. Santos
SL Benfica,Enzo Pérez,Valencia,22.5,Liga Nos,2014,E. Pérez
SL Benfica,Bernardo Silva,Monaco,14.18,Liga Nos,2014,B. Silva
SL Benfica,Franco Jara,Olympiacos,1.35,Liga Nos,2014,F. Jara
FC Porto,Rolando,RSC Anderlecht,0.63,Liga Nos,2014,Rolando
Estoril Praia,Kuca,Karabükspor,1.46,Liga Nos,2014,Kuca
CD Nacional,Mario Rondón,SJZ Ever Bright,0.72,Liga Nos,2014,M. Rondón
CS Marítimo,Moussa Maazou,CC Yatai,1.35,Liga Nos,2014,M. Maazou
Vitória Guimarães SC,Hernâni,FC Porto,2.61,Liga Nos,2014,Hernâni
Vitória Guimarães SC,Adama Traoré,FC Basel,1.35,Liga Nos,2014,A. Traoré
Vitória Guimarães SC,Rodrigo Defendi,SJZ Ever Bright,0.45,Liga Nos,2014,R. Defendi
Belenenses SAD,Fredy,C.R.D. Libolo,0.18,Liga Nos,2014,Fredy
Belenenses SAD,Deyverson,1. FC Köln,0.18,Liga Nos,2014,Deyverson
Moreirense FC,Filipe Melo,Sheff Wed,0.63,Liga Nos,2014,F. Melo
SL Benfica,Roberto,Atlético Madrid,5.4,Liga Nos,2013,Roberto
SL Benfica,Lorenzo Melgarejo,Kuban Krasnodar,4.5,Liga Nos,2013,L. Melgarejo
SL Benfica,Rodrigo Mora,River Plate,3.15,Liga Nos,2013,R. Mora
SL Benfica,Nolito,Celta de Vigo,2.34,Liga Nos,2013,Nolito
SL Benfica,Djaniny,Nacional,1.08,Liga Nos,2013,Djaniny
SL Benfica,Nélson Oliveira,Stade Rennais,0.9,Liga Nos,2013,N. Oliveira
Sporting CP,Bruma,Galatasaray,11.7,Liga Nos,2013,Bruma
Sporting CP,Ricky van Wolfswinkel,Norwich,9.0,Liga Nos,2013,R. Wolfswinkel
Sporting CP,Tiago Ilori,Liverpool,6.75,Liga Nos,2013,T. Ilori
Sporting CP,Santiago Arias,PSV Eindhoven,1.74,Liga Nos,2013,S. Arias
Sporting CP,Miguel Lopes,Olympique Lyon,0.9,Liga Nos,2013,M. Lopes
Sporting CP,Stijn Schaars,PSV Eindhoven,0.765,Liga Nos,2013,S. Schaars
Sporting CP,Valentín Viola,Racing Club,0.405,Liga Nos,2013,V. Viola
Sporting CP,Gelson Fernandes,SC Freiburg,0.36,Liga Nos,2013,G. Fernandes
Sporting CP,Atila Turan,Stade Reims,0.027,Liga Nos,2013,A. Turan
FC Porto,James Rodríguez,Monaco,40.5,Liga Nos,2013,J. Rodríguez
FC Porto,João Moutinho,Monaco,22.5,Liga Nos,2013,J. Moutinho
FC Porto,Christian Atsu,Chelsea,2.7,Liga Nos,2013,C. Atsu
FC Porto,André Castro,Kasimpasa,0.9,Liga Nos,2013,A. Castro
FC Porto,Juan Iturbe,Hellas Verona,0.9,Liga Nos,2013,J. Iturbe
FC Porto,Rolando,Inter,0.45,Liga Nos,2013,Rolando
FC Porto,Djalma,Konyaspor,0.45,Liga Nos,2013,Djalma
SC Braga,Márcio Mossoró,Ahli,3.15,Liga Nos,2013,M. Mossoró
SC Braga,Beto,Sevilla FC,1.8,Liga Nos,2013,Beto
SC Braga,Douglão,Qatar SC,0.594,Liga Nos,2013,Douglão
CS Marítimo,Hyun-jun Suk,Ahli,2.7,Liga Nos,2013,H. Suk
Estoril Praia,Licá,FC Porto,1.35,Liga Nos,2013,Licá
Estoril Praia,Carlos Eduardo,FC Porto,0.81,Liga Nos,2013,C. Eduardo
Estoril Praia,Jefferson,Sporting CP,0.72,Liga Nos,2013,Jefferson
Vitória Guimarães SC,Amido Baldé,Celtic,1.58,Liga Nos,2013,A. Baldé
Vitória Guimarães SC,Ricardo Pereira,FC Porto B,1.44,Liga Nos,2013,R. Pereira
Vitória Guimarães SC,El Arbi Hillel Soudani,Dinamo Zagreb,0.81,Liga Nos,2013,E. Soudani
Vitória Guimarães SC,Tiago Rodrigues,FC Porto B,0.45,Liga Nos,2013,T. Rodrigues
Gil Vicente FC,Luís Carlos,Zawisza,0.135,Liga Nos,2013,L. Carlos
Académica Coimbra,Salim Cissé,Sporting B,0.675,Liga Nos,2013,S. Cissé
Académica Coimbra,Flávio Ferreira,Málaga CF,0.45,Liga Nos,2013,F. Ferreira
FC Paços de Ferreira,Vitorino Antunes,Málaga CF,1.13,Liga Nos,2013,V. Antunes
FC Paços de Ferreira,Diogo Figueiras,Sevilla FC,0.9,Liga Nos,2013,D. Figueiras
FC Paços de Ferreira,Josué,FC Porto,0.45,Liga Nos,2013,Josué
SL Benfica,Nemanja Matic,Chelsea,22.5,Liga Nos,2013,N. Matic
Sporting CP,Fabián Rinaudo,Catania,0.45,Liga Nos,2013,F. Rinaudo
FC Porto,Lucho González,Al-Rayyan SC,2.97,Liga Nos,2013,L. González
FC Porto,Walter,Fluminense,1.91,Liga Nos,2013,Walter
SC Braga,Elderson,Monaco,1.35,Liga Nos,2013,Elderson
Vitória Setúbal FC,Rúben Vezo,Valencia,1.85,Liga Nos,2013,R. Vezo
CS Marítimo,Héldon,Sporting CP,0.9,Liga Nos,2013,Héldon
Estoril Praia,Luís Leal,Ahli,0.63,Liga Nos,2013,L. Leal
Académica Coimbra,Liban Abdi,C. Rizespor,0.45,Liga Nos,2013,L. Abdi
FC Porto,Hulk,Zenit S-Pb,36.0,Liga Nos,2012,Hulk
FC Porto,Fredy Guarín,Inter,9.9,Liga Nos,2012,F. Guarín
FC Porto,Álvaro Pereira,Inter,9.0,Liga Nos,2012,Á. Pereira
FC Porto,Fernando Belluschi,Bursaspor,2.25,Liga Nos,2012,F. Belluschi
FC Porto,Marc Janko,Trabzonspor,2.11,Liga Nos,2012,M. Janko
SL Benfica,Axel Witsel,Zenit S-Pb,36.0,Liga Nos,2012,A. Witsel
SL Benfica,Javi García,Man City,18.18,Liga Nos,2012,J. García
SL Benfica,Ishmael Yartey,FC Sochaux,1.8,Liga Nos,2012,I. Yartey
SL Benfica,Émerson Conceição,Trabzonspor,1.44,Liga Nos,2012,É. Conceição
SL Benfica,Fellipe Bastos,Vasco da Gama,1.35,Liga Nos,2012,F. Bastos
SL Benfica,Éder Luís,Vasco da Gama,1.35,Liga Nos,2012,É. Luís
SL Benfica,Daniel Wass,Évian,1.08,Liga Nos,2012,D. Wass
SL Benfica,Nélson Oliveira,Dep. La Coruña,0.54,Liga Nos,2012,N. Oliveira
SL Benfica,Rodrigo Mora,River Plate,0.36,Liga Nos,2012,R. Mora
SL Benfica,Franco Jara,San Lorenzo,0.338,Liga Nos,2012,F. Jara
SL Benfica,Joan Capdevila,Espanyol,0.315,Liga Nos,2012,J. Capdevila
SL Benfica,Felipe Menezes,Sport Recife,0.09,Liga Nos,2012,F. Menezes
SC Braga,Lima,Benfica,3.6,Liga Nos,2012,Lima
SC Braga,Mário Felgueiras,CFR Cluj,0.45,Liga Nos,2012,M. Felgueiras
Sporting CP,João Pereira,Valencia,3.33,Liga Nos,2012,J. Pereira
Sporting CP,Matías Fernández,Fiorentina,2.82,Liga Nos,2012,M. Fernández
Sporting CP,Jaime Valdés,Parma,1.62,Liga Nos,2012,J. Valdés
Sporting CP,Luis Aguiar,San Lorenzo,0.36,Liga Nos,2012,L. Aguiar
CS Marítimo,Roberto Sousa,Persepolis,1.35,Liga Nos,2012,R. Sousa
CS Marítimo,Peçanha,Rapid Bucharest,0.09,Liga Nos,2012,Peçanha
Vitória Guimarães SC,Bruno Teles,KS Samara,0.27,Liga Nos,2012,B. Teles
CD Nacional,Luís Neto,Siena,3.29,Liga Nos,2012,L. Neto
SC Olhanense,Fabiano,FC Porto,1.08,Liga Nos,2012,Fabiano
SC Olhanense,Cauê,FC Vaslui,0.63,Liga Nos,2012,Cauê
SC Olhanense,Salvador Agra,Real Betis,0.27,Liga Nos,2012,S. Agra
FC Paços de Ferreira,Luisinho,Benfica,1.8,Liga Nos,2012,Luisinho
SC Beira-Mar,Yohan Tavares,Standard Liège,0.45,Liga Nos,2012,Y. Tavares
Rio Ave FC,André Geraldes,Istanbul BBSK,1.08,Liga Nos,2012,A. Geraldes
FC Porto,Josef,Grêmio,3.38,Liga Nos,2012,Josef
FC Porto,Miguel Lopes,Sporting CP,1.58,Liga Nos,2012,M. Lopes
FC Porto,Juan Iturbe,River Plate,1.35,Liga Nos,2012,J. Iturbe
FC Porto,Rolando,SSC Napoli,0.9,Liga Nos,2012,Rolando
SL Benfica,Bruno César,Ahli,4.5,Liga Nos,2012,B. César
SL Benfica,Nolito,Granada CF,0.54,Liga Nos,2012,Nolito
SL Benfica,Airton,Internacional,0.27,Liga Nos,2012,Airton
SC Braga,Ismaily,Shakhtar D.,3.6,Liga Nos,2012,Ismaily
Sporting CP,Emiliano Insúa,Atlético Madrid,3.15,Liga Nos,2012,E. Insúa
Sporting CP,Marat Izmailov,FC Porto,0.9,Liga Nos,2012,M. Izmailov
Sporting CP,Daniel Carriço,Reading,0.675,Liga Nos,2012,D. Carriço
Sporting CP,Elias,Flamengo,0.585,Liga Nos,2012,Elias
Sporting CP,Gelson Fernandes,FC Sion,0.27,Liga Nos,2012,G. Fernandes
CD Nacional,Isael,Krasnodar,0.45,Liga Nos,2012,Isael
CD Nacional,Rene Mihelic,Levski Sofia,0.108,Liga Nos,2012,R. Mihelic
SC Beira-Mar,Vincent Sasso,Braga,0.675,Liga Nos,2012,V. Sasso
