club_name,player_name,club_involved_name,fee_cleaned,league_name,year,short_name
Deportivo Alavés,Rubén Sobrino,Valencia,4.5,Primera Division,2018,R. Sobrino
Deportivo Alavés,Ibai Gómez,Athletic,3.6,Primera Division,2018,I. Gómez
FC Barcelona,Paulinho,GZ Evergrande,37.8,Primera Division,2018,Paulinho
FC Barcelona,Denis Suárez,Arsenal,2.25,Primera Division,2018,D. Suárez
FC Barcelona,Munir El Haddadi,Sevilla FC,0.945,Primera Division,2018,M. Haddadi
Levante UD,Emmanuel Boateng,DL Yifang,4.5,Primera Division,2018,E. Boateng
RCD Espanyol Barcelona,Leo Baptistão,WH Zall,5.22,Primera Division,2018,L. Baptistão
Sevilla FC,Luis Muriel,Fiorentina,0.9,Primera Division,2018,L. Muriel
Valencia CF,Aderllan Santos,Ahli,4.5,Primera Division,2018,A. Santos
Valencia CF,Jeison Murillo,FC Barcelona,1.08,Primera Division,2018,J. Murillo
Villarreal CF,Miguel Layún,Monterrey,3.6,Primera Division,2018,M. Layún
SD Huesca,Serdar Gürler,Göztepe,0.36,Primera Division,2018,S. Gürler
Real Madrid,Álvaro Morata,Chelsea,59.4,Primera Division,2017,Á. Morata
Real Madrid,Danilo,Man City,27.0,Primera Division,2017,Danilo
Real Madrid,James Rodríguez,Bayern Munich,11.7,Primera Division,2017,J. Rodríguez
Real Madrid,Mariano Díaz,Olympique Lyon,7.2,Primera Division,2017,M. Díaz
Real Madrid,Diego Llorente,Real Sociedad,6.3,Primera Division,2017,D. Llorente
Real Madrid,Burgui,Alavés,2.7,Primera Division,2017,Burgui
Real Madrid,Fábio Coentrão,Sporting CP,0.9,Primera Division,2017,F. Coentrão
Real Madrid,Philipp Lienhart,SC Freiburg,0.45,Primera Division,2017,P. Lienhart
FC Barcelona,Neymar,Paris SG,199.8,Primera Division,2017,Neymar
FC Barcelona,Cristian Tello,Real Betis,3.6,Primera Division,2017,C. Tello
Atlético Madrid,Theo Hernández,Real Madrid,21.6,Primera Division,2017,T. Hernández
Atlético Madrid,Óliver Torres,FC Porto,18.0,Primera Division,2017,Ó. Torres
Atlético Madrid,Matías Kranevitter,Zenit S-Pb,7.2,Primera Division,2017,M. Kranevitter
Atlético Madrid,Javier Manquillo,Newcastle,4.5,Primera Division,2017,J. Manquillo
Atlético Madrid,Santos Borré,River Plate,2.7,Primera Division,2017,S. Borré
Atlético Madrid,Amath Ndiaye,Getafe,2.7,Primera Division,2017,A. Ndiaye
Sevilla FC,Vitolo,Atlético Madrid,32.4,Primera Division,2017,Vitolo
Sevilla FC,Vicente Iborra,Leicester,13.5,Primera Division,2017,V. Iborra
Sevilla FC,Yevgen Konoplyanka,FC Schalke 04,11.25,Primera Division,2017,Y. Konoplyanka
Sevilla FC,Adil Rami,Marseille,5.4,Primera Division,2017,A. Rami
Sevilla FC,Mariano,Galatasaray,4.05,Primera Division,2017,Mariano
Sevilla FC,Sebastián Cristóforo,Fiorentina,2.25,Primera Division,2017,S. Cristóforo
Villarreal CF,Mateo Musacchio,AC Milan,16.2,Primera Division,2017,M. Musacchio
Villarreal CF,Roberto Soldado,Fenerbahce,4.5,Primera Division,2017,R. Soldado
Villarreal CF,Jonathan dos Santos,LA Galaxy,3.87,Primera Division,2017,J. Santos
Real Sociedad,Yuri Berchiche,Paris SG,14.4,Primera Division,2017,Y. Berchiche
RCD Espanyol Barcelona,Felipe Caicedo,Lazio,2.25,Primera Division,2017,F. Caicedo
RCD Espanyol Barcelona,Mamadou Sylla,KAS Eupen,2.07,Primera Division,2017,M. Sylla
RCD Espanyol Barcelona,Joan Jordán,SD Eibar,0.9,Primera Division,2017,J. Jordán
RCD Espanyol Barcelona,Rubén Duarte,Alavés,0.36,Primera Division,2017,R. Duarte
Deportivo Alavés,Edgar Méndez,CD Cruz Azul,4.5,Primera Division,2017,E. Méndez
Deportivo Alavés,Zouhair Feddal,Real Betis,2.25,Primera Division,2017,Z. Feddal
SD Eibar,Florian Lejeune,Newcastle,9.0,Primera Division,2017,F. Lejeune
Málaga CF,Ignacio Camacho,VfL Wolfsburg,13.5,Primera Division,2017,I. Camacho
Málaga CF,Pablo Fornals,Villarreal,10.8,Primera Division,2017,P. Fornals
Málaga CF,Sandro Ramírez,Everton,5.4,Primera Division,2017,S. Ramírez
Valencia CF,Mathew Ryan,Brighton,5.4,Primera Division,2017,M. Ryan
Valencia CF,Enzo Pérez,River Plate,2.25,Primera Division,2017,E. Pérez
Valencia CF,Álvaro Negredo,Besiktas,2.25,Primera Division,2017,Á. Negredo
Valencia CF,Nani,Lazio,1.8,Primera Division,2017,Nani
Valencia CF,Pablo Piatti,Espanyol,1.17,Primera Division,2017,P. Piatti
Valencia CF,Aderllan Santos,São Paulo,0.72,Primera Division,2017,A. Santos
Valencia CF,Yoel Rodríguez,SD Eibar,0.675,Primera Division,2017,Y. Rodríguez
Valencia CF,Diego Alves,Flamengo,0.27,Primera Division,2017,D. Alves
Celta de Vigo,Pape Cheikh,Olympique Lyon,9.0,Primera Division,2017,P. Cheikh
Celta de Vigo,Fabián Orellana,Valencia,2.7,Primera Division,2017,F. Orellana
Celta de Vigo,Theo Bongonda,Trabzonspor,0.18,Primera Division,2017,T. Bongonda
UD Las Palmas,Roque Mesa,Swansea,11.25,Primera Division,2017,R. Mesa
UD Las Palmas,Sergio Araujo,AEK Athens,0.45,Primera Division,2017,S. Araujo
UD Las Palmas,Marko Livaja,AEK Athens,0.18,Primera Division,2017,M. Livaja
Real Betis Balompié,Dani Ceballos,Real Madrid,14.85,Primera Division,2017,D. Ceballos
Real Betis Balompié,Cristiano Piccini,Sporting CP,2.58,Primera Division,2017,C. Piccini
Real Betis Balompié,Petros,São Paulo,2.25,Primera Division,2017,Petros
Real Betis Balompié,Francisco Portillo,Getafe,1.35,Primera Division,2017,F. Portillo
Real Betis Balompié,Jonas Martin,R. Strasbourg,1.35,Primera Division,2017,J. Martin
Real Betis Balompié,Dani Pacheco,Getafe,0.9,Primera Division,2017,D. Pacheco
Real Betis Balompié,Bruno González,Getafe,0.54,Primera Division,2017,B. González
Real Betis Balompié,Germán Pezzella,Fiorentina,0.45,Primera Division,2017,G. Pezzella
Deportivo de La Coruña,Pablo Insua,FC Schalke 04,3.15,Primera Division,2017,P. Insua
Levante UD,Víctor Camarasa,Real Betis,6.3,Primera Division,2017,V. Camarasa
Levante UD,Deyverson,Palmeiras,4.68,Primera Division,2017,Deyverson
Levante UD,Natxo Insa,Johor DT,0.36,Primera Division,2017,N. Insa
FC Barcelona,Javier Mascherano,HB CFFC,4.95,Primera Division,2017,J. Mascherano
FC Barcelona,Gerard Deulofeu,Watford,0.9,Primera Division,2017,G. Deulofeu
Atlético Madrid,Yannick Carrasco,DL Yifang,9.45,Primera Division,2017,Y. Carrasco
Atlético Madrid,Nico Gaitán,DL Yifang,4.95,Primera Division,2017,N. Gaitán
Atlético Madrid,Augusto Fernández,BJ Renhe,4.05,Primera Division,2017,A. Fernández
Sevilla FC,Walter Montoya,CD Cruz Azul,4.95,Primera Division,2017,W. Montoya
Villarreal CF,Cédric Bakambu,BJ Sinobo Guoan,36.0,Primera Division,2017,C. Bakambu
Real Sociedad,Iñigo Martínez,Athletic,28.8,Primera Division,2017,I. Martínez
Real Sociedad,Carlos Vela,Los Angeles FC,4.5,Primera Division,2017,C. Vela
Athletic Bilbao,Aymeric Laporte,Man City,58.5,Primera Division,2017,A. Laporte
RCD Espanyol Barcelona,Javi Fuego,Villarreal,1.35,Primera Division,2017,J. Fuego
Málaga CF,Paul Baysse,G. Bordeaux,0.9,Primera Division,2017,P. Baysse
Málaga CF,Emanuel Cecchini,León,0.36,Primera Division,2017,E. Cecchini
Valencia CF,Fabián Orellana,SD Eibar,0.36,Primera Division,2017,F. Orellana
UD Las Palmas,Jonathan Viera,BJ Sinobo Guoan,9.9,Primera Division,2017,J. Viera
UD Las Palmas,Mauricio Lemos,Sassuolo,1.35,Primera Division,2017,M. Lemos
Real Betis Balompié,Alin Tosca,Benevento,0.09,Primera Division,2017,A. Tosca
Deportivo de La Coruña,Alejandro Arribas,UNAM Pumas,1.8,Primera Division,2017,A. Arribas
CD Leganés,Erik Morán,AEK Athens,0.117,Primera Division,2017,E. Morán
Levante UD,Mitchell Langerak,Nagoya Grampus,1.31,Primera Division,2017,M. Langerak
Getafe CF,Juan Cala,HN Jianye,1.44,Primera Division,2017,J. Cala
FC Barcelona,Claudio Bravo,Man City,16.2,Primera Division,2016,C. Bravo
FC Barcelona,Marc Bartra,Bor. Dortmund,7.2,Primera Division,2016,M. Bartra
FC Barcelona,Alen Halilovic,Hamburger SV,4.5,Primera Division,2016,A. Halilovic
FC Barcelona,Adriano,Besiktas,2.07,Primera Division,2016,Adriano
FC Barcelona,Cristian Tello,Fiorentina,0.45,Primera Division,2016,C. Tello
Real Madrid,Jesé,Paris SG,22.5,Primera Division,2016,Jesé
Real Madrid,Denis Cheryshev,Villarreal,6.3,Primera Division,2016,D. Cheryshev
Real Madrid,Borja Mayoral,VfL Wolfsburg,2.7,Primera Division,2016,B. Mayoral
Real Madrid,Álvaro Medrán,Valencia,1.35,Primera Division,2016,Á. Medrán
Real Madrid,Omar Mascarell,E. Frankfurt,0.9,Primera Division,2016,O. Mascarell
Atlético Madrid,Borja Bastón,Swansea,16.2,Primera Division,2016,B. Bastón
Atlético Madrid,Miranda,Inter,9.63,Primera Division,2016,Miranda
Atlético Madrid,Leo Baptistão,Espanyol,6.3,Primera Division,2016,L. Baptistão
Atlético Madrid,Josuha Guilavogui,VfL Wolfsburg,2.7,Primera Division,2016,J. Guilavogui
Atlético Madrid,Luciano Vietto,Sevilla FC,2.7,Primera Division,2016,L. Vietto
Atlético Madrid,Matías Kranevitter,Sevilla FC,1.8,Primera Division,2016,M. Kranevitter
Villarreal CF,Eric Bailly,Man Utd,34.2,Primera Division,2016,E. Bailly
Villarreal CF,Samu García,Rubin Kazan,4.5,Primera Division,2016,S. García
Villarreal CF,Denis Suárez,FC Barcelona,2.93,Primera Division,2016,D. Suárez
Villarreal CF,Tomás Pina,Club Brugge,2.7,Primera Division,2016,T. Pina
Real Betis Balompié,Alfred N'Diaye,Villarreal,7.2,Primera Division,2016,A. N'Diaye
Sevilla FC,Kévin Gameiro,Atlético Madrid,27.0,Primera Division,2016,K. Gameiro
Sevilla FC,Grzegorz Krychowiak,Paris SG,24.75,Primera Division,2016,G. Krychowiak
Sevilla FC,Ciro Immobile,Lazio,8.51,Primera Division,2016,C. Immobile
Sevilla FC,Fernando Llorente,Swansea,5.31,Primera Division,2016,F. Llorente
Sevilla FC,Coke,FC Schalke 04,3.6,Primera Division,2016,Coke
Sevilla FC,Diogo Figueiras,Olympiacos,1.35,Primera Division,2016,D. Figueiras
Sevilla FC,Sebastián Cristóforo,Fiorentina,0.45,Primera Division,2016,S. Cristóforo
CD Leganés,Rubén Peña,SD Eibar,0.18,Primera Division,2016,R. Peña
RCD Espanyol Barcelona,Álvaro González,Villarreal,3.6,Primera Division,2016,Á. González
RCD Espanyol Barcelona,Pau López,Spurs,0.99,Primera Division,2016,P. López
RCD Espanyol Barcelona,Anaitz Arbilla,SD Eibar,0.63,Primera Division,2016,A. Arbilla
RCD Espanyol Barcelona,Mamadou Sylla,KAS Eupen,0.18,Primera Division,2016,M. Sylla
Granada CF,Isaac Success,Watford,13.5,Primera Division,2016,I. Success
Granada CF,Rubén Rochina,Rubin Kazan,9.0,Primera Division,2016,R. Rochina
Granada CF,Jhon Córdoba,1.FSV Mainz 05,5.85,Primera Division,2016,J. Córdoba
SD Eibar,Keko,Málaga CF,4.5,Primera Division,2016,Keko
Celta de Vigo,Nolito,Man City,16.2,Primera Division,2016,Nolito
Deportivo de La Coruña,Lucas Pérez,Arsenal,18.0,Primera Division,2016,L. Pérez
Real Sociedad,Jonathas,Rubin Kazan,6.3,Primera Division,2016,Jonathas
Real Sociedad,Alfred Finnbogason,FC Augsburg,3.6,Primera Division,2016,A. Finnbogason
Valencia CF,Shkodran Mustafi,Arsenal,36.9,Primera Division,2016,S. Mustafi
Valencia CF,André Gomes,FC Barcelona,33.3,Primera Division,2016,A. Gomes
Valencia CF,Paco Alcácer,FC Barcelona,27.0,Primera Division,2016,P. Alcácer
Valencia CF,Rodrigo de Paul,Udinese Calcio,2.7,Primera Division,2016,R. Paul
Valencia CF,Antonio Barragán,Middlesbrough,2.43,Primera Division,2016,A. Barragán
Valencia CF,Javi Fuego,Espanyol,0.9,Primera Division,2016,J. Fuego
Valencia CF,Pablo Piatti,Espanyol,0.18,Primera Division,2016,P. Piatti
CA Osasuna,Mikel Merino,Bor. Dortmund,3.38,Primera Division,2016,M. Merino
Villarreal CF,Alexandre Pato,TJ Quanjian,16.2,Primera Division,2016,A. Pato
Sevilla FC,Timothée Kolodziejczak,Bor. M'gladbach,6.75,Primera Division,2016,T. Kolodziejczak
Sevilla FC,Hiroshi Kiyotake,Cerezo Osaka,4.59,Primera Division,2016,H. Kiyotake
Granada CF,Oier Olazábal,Levante,0.09,Primera Division,2016,O. Olazábal
Celta de Vigo,José Naranjo,KRC Genk,1.62,Primera Division,2016,J. Naranjo
UD Las Palmas,Sergio Araujo,AEK Athens,0.18,Primera Division,2016,S. Araujo
FC Barcelona,Pedro,Chelsea,24.3,Primera Division,2015,Pedro
FC Barcelona,Gerard Deulofeu,Everton,5.4,Primera Division,2015,G. Deulofeu
FC Barcelona,Denis Suárez,Villarreal,3.6,Primera Division,2015,D. Suárez
FC Barcelona,Martín Montoya,Inter,1.17,Primera Division,2015,M. Montoya
Real Madrid,Asier Illarramendi,Real Sociedad,13.5,Primera Division,2015,A. Illarramendi
Real Madrid,Lucas Silva,Marseille,0.585,Primera Division,2015,L. Silva
Atlético Madrid,Arda Turan,FC Barcelona,30.6,Primera Division,2015,A. Turan
Atlético Madrid,Mario Mandzukic,Juventus,21.06,Primera Division,2015,M. Mandzukic
Atlético Madrid,Raúl Jiménez,Benfica,19.8,Primera Division,2015,R. Jiménez
Atlético Madrid,Toby Alderweireld,Spurs,14.4,Primera Division,2015,T. Alderweireld
Atlético Madrid,Mario Suárez,Fiorentina,13.5,Primera Division,2015,M. Suárez
Atlético Madrid,Raúl García,Athletic,7.2,Primera Division,2015,R. García
Atlético Madrid,Miranda,Inter,3.6,Primera Division,2015,Miranda
Valencia CF,Nicolás Otamendi,Man City,40.05,Primera Division,2015,N. Otamendi
Valencia CF,Andrés Guardado,PSV Eindhoven,2.52,Primera Division,2015,A. Guardado
Valencia CF,Víctor Ruiz,Villarreal,2.43,Primera Division,2015,V. Ruiz
Sevilla FC,Carlos Bacca,AC Milan,29.97,Primera Division,2015,C. Bacca
Sevilla FC,Aleix Vidal,FC Barcelona,15.3,Primera Division,2015,A. Vidal
Sevilla FC,Iago Aspas,Celta de Vigo,4.77,Primera Division,2015,I. Aspas
Villarreal CF,Luciano Vietto,Atlético Madrid,18.0,Primera Division,2015,L. Vietto
Villarreal CF,Giovani dos Santos,LA Galaxy,5.72,Primera Division,2015,G. Santos
Villarreal CF,Javier Aquino,Tigres UANL,4.41,Primera Division,2015,J. Aquino
Villarreal CF,Ikechukwu Uche,Tigres UANL,3.15,Primera Division,2015,I. Uche
Villarreal CF,Gerard Moreno,Espanyol,1.35,Primera Division,2015,G. Moreno
Celta de Vigo,Santi Mina,Valencia,9.0,Primera Division,2015,S. Mina
Celta de Vigo,Yoel Rodríguez,Valencia,1.8,Primera Division,2015,Y. Rodríguez
Celta de Vigo,Joaquín Larrivey,FC Baniyas,1.8,Primera Division,2015,J. Larrivey
Celta de Vigo,Charles,Málaga CF,0.45,Primera Division,2015,Charles
Málaga CF,Sergi Darder,Olympique Lyon,11.79,Primera Division,2015,S. Darder
Málaga CF,Samu García,Villarreal,7.2,Primera Division,2015,S. García
Málaga CF,Samu Castillejo,Villarreal,7.2,Primera Division,2015,S. Castillejo
Málaga CF,Juanmi,Southampton,6.3,Primera Division,2015,Juanmi
Málaga CF,Pablo Pérez,Boca Juniors,1.08,Primera Division,2015,P. Pérez
Málaga CF,Francisco Portillo,Real Betis,0.9,Primera Division,2015,F. Portillo
RCD Espanyol Barcelona,Kiko Casilla,Real Madrid,5.4,Primera Division,2015,K. Casilla
RCD Espanyol Barcelona,Héctor Moreno,PSV Eindhoven,3.15,Primera Division,2015,H. Moreno
RCD Espanyol Barcelona,Cristhian Stuani,Middlesbrough,2.7,Primera Division,2015,C. Stuani
RCD Espanyol Barcelona,Sergio García,Al-Rayyan SC,1.35,Primera Division,2015,S. García
RCD Espanyol Barcelona,Lucas Vázquez,Real Madrid,0.9,Primera Division,2015,L. Vázquez
RCD Espanyol Barcelona,Thievy Bifouma,Granada CF,0.18,Primera Division,2015,T. Bifouma
Real Sociedad,Alfred Finnbogason,Olympiacos,0.9,Primera Division,2015,A. Finnbogason
Getafe CF,Sergio Escudero,Sevilla FC,2.7,Primera Division,2015,S. Escudero
Granada CF,Jeison Murillo,Inter,7.2,Primera Division,2015,J. Murillo
Granada CF,Alfredo Ortuño,UD Las Palmas,0.9,Primera Division,2015,A. Ortuño
Granada CF,Jhon Córdoba,1.FSV Mainz 05,0.54,Primera Division,2015,J. Córdoba
Granada CF,Jona,Albacete,0.333,Primera Division,2015,Jona
Real Betis Balompié,Chuli,UD Almería,0.45,Primera Division,2015,Chuli
Real Betis Balompié,Lorenzo Reyes,UD Almería,0.315,Primera Division,2015,L. Reyes
Real Betis Balompié,Cedrick,Columbus Crew,0.18,Primera Division,2015,Cedrick
Atlético Madrid,Jackson Martínez,GZ Evergrande,37.8,Primera Division,2015,J. Martínez
Sevilla FC,Gaël Kakuta,HB CFFC,4.5,Primera Division,2015,G. Kakuta
Sevilla FC,Ciro Immobile,Torino,0.765,Primera Division,2015,C. Immobile
Celta de Vigo,Augusto Fernández,Atlético Madrid,3.6,Primera Division,2015,A. Fernández
Málaga CF,Nordin Amrabat,Watford,7.56,Primera Division,2015,N. Amrabat
Málaga CF,Marcos Angeleri,San Lorenzo,0.09,Primera Division,2015,M. Angeleri
Getafe CF,Alexis Ruano,Besiktas,0.99,Primera Division,2015,A. Ruano
Granada CF,Gaspar Iñíguez,Udinese Calcio,1.08,Primera Division,2015,G. Iñíguez
Atlético Madrid,Diego Costa,Chelsea,34.2,Primera Division,2014,D. Costa
Atlético Madrid,Filipe Luís,Chelsea,18.0,Primera Division,2014,F. Luís
Atlético Madrid,Adrián López,FC Porto,9.9,Primera Division,2014,A. López
Atlético Madrid,Josuha Guilavogui,VfL Wolfsburg,6.12,Primera Division,2014,J. Guilavogui
Atlético Madrid,Roberto,Olympiacos,5.4,Primera Division,2014,Roberto
Atlético Madrid,Sergio Asenjo,Villarreal,4.5,Primera Division,2014,S. Asenjo
Atlético Madrid,Javier Manquillo,Liverpool,1.8,Primera Division,2014,J. Manquillo
Atlético Madrid,Rubén Pérez,Torino,0.45,Primera Division,2014,R. Pérez
FC Barcelona,Alexis Sánchez,Arsenal,38.25,Primera Division,2014,A. Sánchez
FC Barcelona,Cesc Fàbregas,Chelsea,29.7,Primera Division,2014,C. Fàbregas
FC Barcelona,Cristian Tello,FC Porto,2.7,Primera Division,2014,C. Tello
FC Barcelona,Bojan Krkic,Stoke City,1.62,Primera Division,2014,B. Krkic
FC Barcelona,Jonathan dos Santos,Villarreal,1.35,Primera Division,2014,J. Santos
Real Madrid,Ángel Di María,Man Utd,67.5,Primera Division,2014,Á. María
Real Madrid,Álvaro Morata,Juventus,18.0,Primera Division,2014,Á. Morata
Real Madrid,Xabi Alonso,Bayern Munich,8.1,Primera Division,2014,X. Alonso
Real Madrid,Nuri Sahin,Bor. Dortmund,6.3,Primera Division,2014,N. Sahin
Real Madrid,Casemiro,FC Porto,1.08,Primera Division,2014,Casemiro
Real Madrid,Jesús Fernández,Levante,0.45,Primera Division,2014,J. Fernández
Athletic Bilbao,Ander Herrera,Man Utd,32.4,Primera Division,2014,A. Herrera
Sevilla FC,Ivan Rakitic,FC Barcelona,16.2,Primera Division,2014,I. Rakitic
Sevilla FC,Alberto Moreno,Liverpool,16.2,Primera Division,2014,A. Moreno
Sevilla FC,Federico Fazio,Spurs,9.0,Primera Division,2014,F. Fazio
Sevilla FC,Jairo Samperio,1.FSV Mainz 05,1.98,Primera Division,2014,J. Samperio
Sevilla FC,Alberto Botía,Olympiacos,1.8,Primera Division,2014,A. Botía
Sevilla FC,Diego Perotti,Genoa,0.315,Primera Division,2014,D. Perotti
Villarreal CF,Jonathan de Guzmán,SSC Napoli,5.4,Primera Division,2014,J. Guzmán
Villarreal CF,Jérémy Perbet,Basaksehir,1.35,Primera Division,2014,J. Perbet
Real Sociedad,Antoine Griezmann,Atlético Madrid,48.6,Primera Division,2014,A. Griezmann
Real Sociedad,Claudio Bravo,FC Barcelona,10.8,Primera Division,2014,C. Bravo
Real Sociedad,Haris Seferovic,E. Frankfurt,2.88,Primera Division,2014,H. Seferovic
Valencia CF,Jérémy Mathieu,FC Barcelona,18.0,Primera Division,2014,J. Mathieu
Valencia CF,Juan Bernat,Bayern Munich,9.0,Primera Division,2014,J. Bernat
Valencia CF,Dorlan Pabón,Monterrey,5.4,Primera Division,2014,D. Pabón
Valencia CF,Adil Rami,AC Milan,3.83,Primera Division,2014,A. Rami
Valencia CF,Éver Banega,Sevilla FC,2.25,Primera Division,2014,É. Banega
Valencia CF,Aly Cissokho,Aston Villa,2.25,Primera Division,2014,A. Cissokho
Valencia CF,Jonathan Viera,Standard Liège,1.8,Primera Division,2014,J. Viera
UD Almería,Aleix Vidal,Sevilla FC,2.7,Primera Division,2014,A. Vidal
Celta de Vigo,Jota,Brentford,1.35,Primera Division,2014,Jota
Elche CF,Carlos Sánchez,Aston Villa,5.4,Primera Division,2014,C. Sánchez
RCD Espanyol Barcelona,David López,SSC Napoli,4.77,Primera Division,2014,D. López
Getafe CF,Miguel Ángel Moyá,Atlético Madrid,2.7,Primera Division,2014,M. Moyá
Granada CF,Guilherme Siqueira,Atlético Madrid,9.0,Primera Division,2014,G. Siqueira
Granada CF,Yacine Brahimi,FC Porto,5.85,Primera Division,2014,Y. Brahimi
Granada CF,Allan,Udinese Calcio,2.7,Primera Division,2014,Allan
Granada CF,Brayan Angulo,Ludogorets,1.35,Primera Division,2014,B. Angulo
Levante UD,Keylor Navas,Real Madrid,9.0,Primera Division,2014,K. Navas
Málaga CF,Willy Caballero,Man City,7.2,Primera Division,2014,W. Caballero
Málaga CF,Jesús Gámez,Atlético Madrid,2.25,Primera Division,2014,J. Gámez
Málaga CF,Eliseu,Benfica,1.08,Primera Division,2014,Eliseu
Villarreal CF,Gabriel Paulista,Arsenal,13.5,Primera Division,2014,G. Paulista
Valencia CF,Carles Gil,Aston Villa,3.78,Primera Division,2014,C. Gil
Valencia CF,Míchel,GZ R&F,3.6,Primera Division,2014,Míchel
Rayo Vallecano,Lass Bangoura,Granada CF,0.315,Primera Division,2014,L. Bangoura
SD Eibar,Raúl Albentosa,Derby,0.54,Primera Division,2014,R. Albentosa
RCD Espanyol Barcelona,Eric Bailly,Villarreal,5.13,Primera Division,2014,E. Bailly
Getafe CF,Sammir,JS Guoxin Sainty,4.5,Primera Division,2014,Sammir
Málaga CF,Vitorino Antunes,Dynamo Kyiv,5.4,Primera Division,2014,V. Antunes
Málaga CF,Roque Santa Cruz,CD Cruz Azul,1.35,Primera Division,2014,R. Cruz
Málaga CF,Pablo Pérez,Boca Juniors,0.257,Primera Division,2014,P. Pérez
RCD Espanyol Barcelona,Mubarak Wakaso,Rubin Kazan,5.4,Primera Division,2013,M. Wakaso
RCD Espanyol Barcelona,Juan Forlín,Al-Rayyan SC,3.15,Primera Division,2013,J. Forlín
RCD Espanyol Barcelona,Jordi Amat,Swansea,2.61,Primera Division,2013,J. Amat
Granada CF,Mikel Rico,Athletic,2.61,Primera Division,2013,M. Rico
Granada CF,Guilherme Siqueira,Benfica,0.9,Primera Division,2013,G. Siqueira
Granada CF,Naldo,Udinese Calcio,0.45,Primera Division,2013,Naldo
Getafe CF,Abdelaziz Barrada,Al-Jazira,7.65,Primera Division,2013,A. Barrada
Getafe CF,Xavi Torres,Real Betis,2.52,Primera Division,2013,X. Torres
Getafe CF,Miku Fedor,Al-Gharafa SC,1.35,Primera Division,2013,M. Fedor
Getafe CF,Álvaro Vázquez,Swansea,1.08,Primera Division,2013,Á. Vázquez
Getafe CF,Miguel Torres,Olympiacos,0.45,Primera Division,2013,M. Torres
Levante UD,Vicente Iborra,Sevilla FC,5.4,Primera Division,2013,V. Iborra
Levante UD,Míchel,Valencia,0.378,Primera Division,2013,Míchel
UD Almería,Charles,Celta de Vigo,0.9,Primera Division,2013,Charles
Málaga CF,Isco,Real Madrid,27.0,Primera Division,2013,Isco
Málaga CF,Jérémy Toulalan,Monaco,4.5,Primera Division,2013,J. Toulalan
Málaga CF,Joaquín,Fiorentina,1.62,Primera Division,2013,Joaquín
Villarreal CF,Cristián Zapata,AC Milan,9.0,Primera Division,2013,C. Zapata
Valencia CF,Roberto Soldado,Spurs,27.0,Primera Division,2013,R. Soldado
Valencia CF,Tino Costa,Spartak Moscow,5.85,Primera Division,2013,T. Costa
Valencia CF,Nelson Haedo Valdez,Al-Jazira,2.7,Primera Division,2013,N. Valdez
Valencia CF,Fernando Gago,Boca Juniors,1.53,Primera Division,2013,F. Gago
Valencia CF,Aly Cissokho,Liverpool,0.9,Primera Division,2013,A. Cissokho
Celta de Vigo,Iago Aspas,Liverpool,9.72,Primera Division,2013,I. Aspas
Atlético Madrid,Falcao,Monaco,38.7,Primera Division,2013,Falcao
Atlético Madrid,Pizzi,Benfica,12.6,Primera Division,2013,Pizzi
Atlético Madrid,Martín Demichelis,Man City,4.5,Primera Division,2013,M. Demichelis
Atlético Madrid,Joel Robles,Everton,3.6,Primera Division,2013,J. Robles
Atlético Madrid,Rúben Micael,Braga,2.7,Primera Division,2013,R. Micael
Real Sociedad,Asier Illarramendi,Real Madrid,28.8,Primera Division,2013,A. Illarramendi
Real Madrid,Mesut Özil,Arsenal,42.3,Primera Division,2013,M. Özil
Real Madrid,Gonzalo Higuaín,SSC Napoli,35.1,Primera Division,2013,G. Higuaín
Real Madrid,Raúl Albiol,SSC Napoli,10.8,Primera Division,2013,R. Albiol
Real Madrid,José Callejón,SSC Napoli,8.55,Primera Division,2013,J. Callejón
Real Madrid,Pedro León,Getafe,5.4,Primera Division,2013,P. León
Sevilla FC,Álvaro Negredo,Man City,22.5,Primera Division,2013,Á. Negredo
Sevilla FC,Jesús Navas,Man City,18.0,Primera Division,2013,J. Navas
Sevilla FC,Geoffrey Kondogbia,Monaco,18.0,Primera Division,2013,G. Kondogbia
Sevilla FC,Gary Medel,Cardiff,11.7,Primera Division,2013,G. Medel
Sevilla FC,Luis Alberto,Liverpool,7.2,Primera Division,2013,L. Alberto
Sevilla FC,José Campaña,Crystal Palace,1.8,Primera Division,2013,J. Campaña
Sevilla FC,Antonio Luna,Aston Villa,1.8,Primera Division,2013,A. Luna
Sevilla FC,Emir Spahic,Bay. Leverkusen,0.36,Primera Division,2013,E. Spahic
Rayo Vallecano,Leo Baptistão,Atlético Madrid,6.3,Primera Division,2013,L. Baptistão
Real Valladolid CF,Mikel Balenziaga,Athletic,0.45,Primera Division,2013,M. Balenziaga
CA Osasuna,Kike Sola,Athletic,3.6,Primera Division,2013,K. Sola
Real Betis Balompié,Beñat Etxebarria,Athletic,7.2,Primera Division,2013,B. Etxebarria
Real Betis Balompié,Alejandro Pozuelo,Swansea,0.45,Primera Division,2013,A. Pozuelo
FC Barcelona,Thiago,Bayern Munich,22.5,Primera Division,2013,Thiago
FC Barcelona,David Villa,Atlético Madrid,1.89,Primera Division,2013,D. Villa
FC Barcelona,Andreu Fontàs,Celta de Vigo,0.9,Primera Division,2013,A. Fontàs
